"Strain"	"DensBP"	"ConvP"	"ConvPLSD"	"ConvPUSD"
"CR6"	0.115167	0.034986	0.0279888	0.0419832
"CR6"	0.116688	0.01876	0.015008	0.022512
"CR6"	0.11801	0.011073	0.0088584	0.0132876
"CR6"	0.119297	0.00423	0.003384	0.005076
"CR6"	0.120384	0.002115	0.001692	0.002538
"CR6"	0.121404	0.000531	0.000493	0.000608
"CR6"	0.122242	0.000366	0.000351	0.000414
"CR6"	0.122984	0.000239	0.000238	0.00025
"CR6"	0.123576	0.000169	0.000168	0.000178
"CR6"	0.124052	0.000112	0.000111	0.000118
"CR6"	0.124419	6.9e-05	6.8e-05	7.4e-05
"CR6"	0.124667	3.9e-05	3.9e-05	4.2e-05
"CR6"	0.124848	1.8e-05	1.8e-05	2e-05
"CR6"	0.124933	8e-06	8e-06	8e-06
"CR6"	0.124988	1e-06	1e-06	1.2e-06
"CR6"	0.124997	0	0	0
"CR6"	0.125	0	0	0
