"Strain"	"Bead"	"IDensP"	"IngesP"	"IngesPLSD"	"IngesPUSD"	"IngesPLCI"	"IngesPUCI"
"CR6"	"L"	4.2	0.0503	0.0409	0.0597	0.04024	0.06036
"CR6"	"L"	4.3	0.0513	0.042	0.0606	0.04104	0.06156
"CR6"	"L"	4.4	0.0522	0.043	0.0614	0.04176	0.06264
"CR6"	"L"	4.5	0.0532	0.0441	0.0623	0.04256	0.06384
"CR6"	"L"	4.6	0.0542	0.0451	0.0632	0.04336	0.06504
"CR6"	"L"	4.7	0.0551	0.0461	0.0641	0.04408	0.06612
"CR6"	"L"	4.8	0.0561	0.0471	0.065	0.04488	0.06732
"CR6"	"L"	4.9	0.057	0.0481	0.0659	0.0456	0.0684
"CR6"	"L"	5	0.0579	0.049	0.0668	0.04632	0.06948
"CR6"	"L"	5.1	0.0588	0.0499	0.0678	0.04704	0.07056
"CR6"	"L"	5.2	0.0597	0.0507	0.0688	0.04776	0.07164
"CR6"	"L"	5.3	0.0606	0.0515	0.0697	0.04848	0.07272
"CR6"	"L"	5.4	0.0615	0.0523	0.0708	0.0492	0.0738
"CR6"	"L"	5.5	0.0624	0.0531	0.0718	0.04992	0.07488
"CR6"	"L"	5.6	0.0633	0.0538	0.0729	0.05064	0.07596
"CR6"	"L"	5.7	0.0642	0.0544	0.0739	0.05136	0.07704
"CR6"	"L"	5.8	0.065	0.0551	0.075	0.052	0.078
"CR6"	"L"	5.9	0.0659	0.0556	0.0762	0.05272	0.07908
"CR6"	"L"	6	0.0668	0.0562	0.0773	0.05344	0.08016
"CR6"	"L"	6.1	0.0676	0.0567	0.0785	0.05408	0.08112
"CR6"	"L"	6.2	0.0685	0.0572	0.0797	0.0548	0.0822
"CR6"	"L"	6.3	0.0693	0.0576	0.0809	0.05544	0.08316
"CR6"	"L"	6.4	0.0701	0.058	0.0822	0.05608	0.08412
"CR6"	"L"	6.5	0.0709	0.0584	0.0834	0.05672	0.08508
"CR6"	"L"	6.6	0.0717	0.0588	0.0847	0.05736	0.08604
"CR6"	"L"	6.7	0.0726	0.0591	0.086	0.05808	0.08712
"CR6"	"L"	6.8	0.0734	0.0594	0.0873	0.05872	0.08808
"CR6"	"L"	6.9	0.0742	0.0597	0.0886	0.05936	0.08904
"CR6"	"L"	7	0.0749	0.05992	0.08988	0.05992	0.08988
"CR6"	"L"	7.1	0.0757	0.06056	0.09084	0.06056	0.09084
"CR6"	"L"	7.2	0.0765	0.0612	0.0918	0.0612	0.0918
"CR6"	"L"	7.3	0.0773	0.06184	0.09276	0.06184	0.09276
"CR6"	"L"	7.4	0.078	0.0624	0.0936	0.0624	0.0936
"CR6"	"L"	7.5	0.0788	0.06304	0.09456	0.06304	0.09456
"CR6"	"L"	7.6	0.0796	0.06368	0.09552	0.06368	0.09552
"CR6"	"L"	7.7	0.0803	0.06424	0.09636	0.06424	0.09636
"CR6"	"L"	7.8	0.0811	0.06488	0.09732	0.06488	0.09732
"CR6"	"L"	7.9	0.0818	0.06544	0.09816	0.06544	0.09816
"CR6"	"L"	8	0.0825	0.066	0.099	0.066	0.099
"CR6"	"L"	8.1	0.0833	0.06664	0.09996	0.06664	0.09996
"CR6"	"L"	8.2	0.084	0.0672	0.1008	0.0672	0.1008
"CR6"	"L"	8.3	0.0847	0.06776	0.10164	0.06776	0.10164
"CR6"	"L"	8.4	0.0854	0.06832	0.10248	0.06832	0.10248
"CR6"	"L"	8.5	0.0861	0.06888	0.10332	0.06888	0.10332
"CR6"	"L"	8.6	0.0868	0.06944	0.10416	0.06944	0.10416
"CR6"	"L"	8.7	0.0875	0.07	0.105	0.07	0.105
"CR6"	"L"	8.8	0.0882	0.07056	0.10584	0.07056	0.10584
"CR6"	"L"	8.9	0.0889	0.07112	0.10668	0.07112	0.10668
"CR6"	"L"	9	0.0896	0.07168	0.10752	0.07168	0.10752
"CR6"	"L"	9.1	0.0903	0.07224	0.10836	0.07224	0.10836
"CR6"	"L"	9.2	0.0909	0.07272	0.10908	0.07272	0.10908
"CR6"	"L"	9.3	0.0916	0.07328	0.10992	0.07328	0.10992
"CR6"	"L"	9.4	0.0923	0.07384	0.11076	0.07384	0.11076
"CR6"	"L"	9.5	0.0929	0.07432	0.11148	0.07432	0.11148
"CR6"	"L"	9.6	0.0936	0.07488	0.11232	0.07488	0.11232
"CR6"	"L"	9.7	0.0942	0.07536	0.11304	0.07536	0.11304
"CR6"	"L"	9.8	0.0949	0.07592	0.11388	0.07592	0.11388
"CR6"	"L"	9.9	0.0955	0.0764	0.1146	0.0764	0.1146
"CR6"	"L"	10	0.0962	0.07696	0.11544	0.07696	0.11544
"CR6"	"L"	10.1	0.0968	0.07744	0.11616	0.07744	0.11616
"CR6"	"L"	10.2	0.0974	0.07792	0.11688	0.07792	0.11688
"CR6"	"L"	10.3	0.098	0.0784	0.1176	0.0784	0.1176
"CR6"	"L"	10.4	0.0987	0.07896	0.11844	0.07896	0.11844
"CR6"	"L"	10.5	0.0993	0.07944	0.11916	0.07944	0.11916
"CR6"	"L"	10.6	0.0999	0.07992	0.11988	0.07992	0.11988
"CR6"	"L"	10.7	0.1005	0.0804	0.1206	0.0804	0.1206
"CR6"	"L"	10.8	0.1011	0.08088	0.12132	0.08088	0.12132
"CR6"	"L"	10.9	0.1017	0.08136	0.12204	0.08136	0.12204
"CR6"	"L"	11	0.1023	0.08184	0.12276	0.08184	0.12276
"CR6"	"L"	11.1	0.1029	0.08232	0.12348	0.08232	0.12348
"CR6"	"L"	11.2	0.1035	0.0828	0.1242	0.0828	0.1242
"CR6"	"L"	11.3	0.1041	0.08328	0.12492	0.08328	0.12492
"CR6"	"L"	11.4	0.1046	0.08368	0.12552	0.08368	0.12552
"CR6"	"L"	11.5	0.1052	0.08416	0.12624	0.08416	0.12624
"CR6"	"L"	11.6	0.1058	0.08464	0.12696	0.08464	0.12696
"CR6"	"L"	11.7	0.1064	0.08512	0.12768	0.08512	0.12768
"CR6"	"L"	11.8	0.1069	0.08552	0.12828	0.08552	0.12828
"CR6"	"L"	11.9	0.1075	0.086	0.129	0.086	0.129
"CR6"	"L"	12	0.1081	0.08648	0.12972	0.08648	0.12972
"CR6"	"L"	12.1	0.1086	0.08688	0.13032	0.08688	0.13032
"CR6"	"L"	12.2	0.1092	0.08736	0.13104	0.08736	0.13104
"CR6"	"L"	12.3	0.1097	0.08776	0.13164	0.08776	0.13164
"CR6"	"L"	12.4	0.1103	0.08824	0.13236	0.08824	0.13236
"CR6"	"L"	12.5	0.1108	0.08864	0.13296	0.08864	0.13296
"CR6"	"L"	12.6	0.1113	0.08904	0.13356	0.08904	0.13356
"CR6"	"L"	12.7	0.1119	0.08952	0.13428	0.08952	0.13428
"CR6"	"L"	12.8	0.1124	0.08992	0.13488	0.08992	0.13488
"CR6"	"L"	12.9	0.1129	0.09032	0.13548	0.09032	0.13548
"CR6"	"L"	13	0.1134	0.09072	0.13608	0.09072	0.13608
"CR6"	"L"	13.1	0.114	0.0912	0.1368	0.0912	0.1368
"CR6"	"L"	13.2	0.1145	0.0916	0.1374	0.0916	0.1374
"CR6"	"L"	13.3	0.115	0.092	0.138	0.092	0.138
"CR6"	"L"	13.4	0.1155	0.0924	0.1386	0.0924	0.1386
"CR6"	"L"	13.5	0.116	0.0928	0.1392	0.0928	0.1392
"CR6"	"L"	13.6	0.1165	0.0932	0.1398	0.0932	0.1398
"CR6"	"L"	13.7	0.117	0.0936	0.1404	0.0936	0.1404
"CR6"	"L"	13.8	0.1175	0.094	0.141	0.094	0.141
"CR6"	"L"	13.9	0.118	0.0944	0.1416	0.0944	0.1416
"CR6"	"L"	14	0.1185	0.0948	0.1422	0.0948	0.1422
"CR6"	"L"	14.1	0.119	0.0952	0.1428	0.0952	0.1428
"CR6"	"L"	14.2	0.1195	0.0956	0.1434	0.0956	0.1434
"CR6"	"L"	14.3	0.12	0.096	0.144	0.096	0.144
"CR6"	"L"	14.4	0.1205	0.0964	0.1446	0.0964	0.1446
"CR6"	"L"	14.5	0.1209	0.09672	0.14508	0.09672	0.14508
"CR6"	"L"	14.6	0.1214	0.09712	0.14568	0.09712	0.14568
"CR6"	"L"	14.7	0.1219	0.09752	0.14628	0.09752	0.14628
"CR6"	"L"	14.8	0.1224	0.09792	0.14688	0.09792	0.14688
"CR6"	"L"	14.9	0.1228	0.09824	0.14736	0.09824	0.14736
"CR6"	"L"	15	0.1233	0.09864	0.14796	0.09864	0.14796
"CR6"	"M"	0.1	0.0025	0.002	0.003	0.002	0.003
"CR6"	"M"	0.2	0.0048	0.00384	0.00576	0.00384	0.00576
"CR6"	"M"	0.3	0.0071	0.00568	0.00852	0.00568	0.00852
"CR6"	"M"	0.4	0.0092	0.00736	0.01104	0.00736	0.01104
"CR6"	"M"	0.5	0.0113	0.00904	0.01356	0.00904	0.01356
"CR6"	"M"	0.6	0.0133	0.01064	0.01596	0.01064	0.01596
"CR6"	"M"	0.7	0.0153	0.01224	0.01836	0.01224	0.01836
"CR6"	"M"	0.8	0.0171	0.01368	0.02052	0.01368	0.02052
"CR6"	"M"	0.9	0.0189	0.01512	0.02268	0.01512	0.02268
"CR6"	"M"	1	0.0207	0.01656	0.02484	0.01656	0.02484
"CR6"	"M"	1.1	0.0223	0.01784	0.02676	0.01784	0.02676
"CR6"	"M"	1.2	0.024	0.0192	0.0288	0.0192	0.0288
"CR6"	"M"	1.3	0.0255	0.0204	0.0306	0.0204	0.0306
"CR6"	"M"	1.4	0.027	0.0216	0.0324	0.0216	0.0324
"CR6"	"M"	1.5	0.0285	0.0228	0.0342	0.0228	0.0342
"CR6"	"M"	1.6	0.0299	0.02392	0.03588	0.02392	0.03588
"CR6"	"M"	1.7	0.0313	0.02504	0.03756	0.02504	0.03756
"CR6"	"M"	1.8	0.0326	0.02608	0.03912	0.02608	0.03912
"CR6"	"M"	1.9	0.0339	0.02712	0.04068	0.02712	0.04068
"CR6"	"M"	2	0.0352	0.02816	0.04224	0.02816	0.04224
"CR6"	"M"	2.1	0.0364	0.02912	0.04368	0.02912	0.04368
"CR6"	"M"	2.2	0.0376	0.03008	0.04512	0.03008	0.04512
"CR6"	"M"	2.3	0.0387	0.03096	0.04644	0.03096	0.04644
"CR6"	"M"	2.4	0.0398	0.03184	0.04776	0.03184	0.04776
"CR6"	"M"	2.5	0.0409	0.03272	0.04908	0.03272	0.04908
"CR6"	"M"	2.6	0.0419	0.03352	0.05028	0.03352	0.05028
"CR6"	"M"	2.7	0.043	0.0344	0.0516	0.0344	0.0516
"CR6"	"M"	2.8	0.044	0.0352	0.0528	0.0352	0.0528
"CR6"	"M"	2.9	0.0449	0.03592	0.05388	0.03592	0.05388
"CR6"	"M"	3	0.0459	0.03672	0.05508	0.03672	0.05508
"CR6"	"M"	3.1	0.0468	0.03744	0.05616	0.03744	0.05616
"CR6"	"M"	3.2	0.0477	0.03816	0.05724	0.03816	0.05724
"CR6"	"M"	3.3	0.0486	0.03888	0.05832	0.03888	0.05832
"CR6"	"M"	3.4	0.0494	0.03952	0.05928	0.03952	0.05928
"CR6"	"M"	3.5	0.0503	0.04024	0.06036	0.04024	0.06036
"CR6"	"M"	3.6	0.0511	0.04088	0.06132	0.04088	0.06132
"CR6"	"M"	3.7	0.0519	0.04152	0.06228	0.04152	0.06228
"CR6"	"M"	3.8	0.0526	0.04208	0.06312	0.04208	0.06312
"CR6"	"M"	3.9	0.0534	0.04272	0.06408	0.04272	0.06408
"CR6"	"M"	4	0.0541	0.04328	0.06492	0.04328	0.06492
"CR6"	"M"	4.1	0.0549	0.04392	0.06588	0.04392	0.06588
"CR6"	"M"	4.2	0.0556	0.04448	0.06672	0.04448	0.06672
"CR6"	"M"	4.3	0.0563	0.04504	0.06756	0.04504	0.06756
"CR6"	"M"	4.4	0.0569	0.04552	0.06828	0.04552	0.06828
"CR6"	"M"	4.5	0.0576	0.04608	0.06912	0.04608	0.06912
"CR6"	"M"	4.6	0.0582	0.04656	0.06984	0.04656	0.06984
"CR6"	"M"	4.7	0.0589	0.04712	0.07068	0.04712	0.07068
"CR6"	"M"	4.8	0.0595	0.0476	0.0714	0.0476	0.0714
"CR6"	"M"	4.9	0.0601	0.04808	0.07212	0.04808	0.07212
"CR6"	"M"	5	0.0607	0.04856	0.07284	0.04856	0.07284
"CR6"	"M"	5.1	0.0613	0.04904	0.07356	0.04904	0.07356
"CR6"	"M"	5.2	0.0618	0.04944	0.07416	0.04944	0.07416
"CR6"	"M"	5.3	0.0624	0.04992	0.07488	0.04992	0.07488
"CR6"	"M"	5.4	0.063	0.0504	0.0756	0.0504	0.0756
"CR6"	"M"	5.5	0.0635	0.0508	0.0762	0.0508	0.0762
"CR6"	"M"	5.6	0.064	0.0512	0.0768	0.0512	0.0768
"CR6"	"M"	5.7	0.0645	0.0516	0.0774	0.0516	0.0774
"CR6"	"M"	5.8	0.065	0.052	0.078	0.052	0.078
"CR6"	"M"	5.9	0.0655	0.0524	0.0786	0.0524	0.0786
"CR6"	"M"	6	0.066	0.0528	0.0792	0.0528	0.0792
"CR6"	"M"	6.1	0.0665	0.0532	0.0798	0.0532	0.0798
"CR6"	"M"	6.2	0.067	0.0536	0.0804	0.0536	0.0804
"CR6"	"M"	6.3	0.0674	0.05392	0.08088	0.05392	0.08088
"CR6"	"M"	6.4	0.0679	0.05432	0.08148	0.05432	0.08148
"CR6"	"M"	6.5	0.0683	0.05464	0.08196	0.05464	0.08196
"CR6"	"M"	6.6	0.0688	0.05504	0.08256	0.05504	0.08256
"CR6"	"M"	6.7	0.0692	0.05536	0.08304	0.05536	0.08304
"CR6"	"M"	6.8	0.0696	0.05568	0.08352	0.05568	0.08352
"CR6"	"M"	6.9	0.07	0.056	0.084	0.056	0.084
"CR6"	"M"	7	0.0704	0.05632	0.08448	0.05632	0.08448
"CR6"	"M"	7.1	0.0708	0.05664	0.08496	0.05664	0.08496
"CR6"	"M"	7.2	0.0712	0.05696	0.08544	0.05696	0.08544
"CR6"	"M"	7.3	0.0716	0.05728	0.08592	0.05728	0.08592
"CR6"	"M"	7.4	0.072	0.0576	0.0864	0.0576	0.0864
"CR6"	"M"	7.5	0.0724	0.05792	0.08688	0.05792	0.08688
"CR6"	"M"	7.6	0.0727	0.05816	0.08724	0.05816	0.08724
"CR6"	"M"	7.7	0.0731	0.05848	0.08772	0.05848	0.08772
"CR6"	"M"	7.8	0.0735	0.0588	0.0882	0.0588	0.0882
"CR6"	"M"	7.9	0.0738	0.05904	0.08856	0.05904	0.08856
"CR6"	"M"	8	0.0742	0.05936	0.08904	0.05936	0.08904
"CR6"	"M"	8.1	0.0745	0.0596	0.0894	0.0596	0.0894
"CR6"	"M"	8.2	0.0748	0.05984	0.08976	0.05984	0.08976
"CR6"	"M"	8.3	0.0752	0.06016	0.09024	0.06016	0.09024
"CR6"	"M"	8.4	0.0755	0.0604	0.0906	0.0604	0.0906
"CR6"	"M"	8.5	0.0758	0.06064	0.09096	0.06064	0.09096
"CR6"	"M"	8.6	0.0761	0.06088	0.09132	0.06088	0.09132
"CR6"	"M"	8.7	0.0764	0.06112	0.09168	0.06112	0.09168
"CR6"	"M"	8.8	0.0767	0.06136	0.09204	0.06136	0.09204
"CR6"	"M"	8.9	0.077	0.0616	0.0924	0.0616	0.0924
"CR6"	"M"	9	0.0773	0.06184	0.09276	0.06184	0.09276
"CR6"	"M"	9.1	0.0776	0.06208	0.09312	0.06208	0.09312
"CR6"	"M"	9.2	0.0779	0.06232	0.09348	0.06232	0.09348
"CR6"	"M"	9.3	0.0782	0.06256	0.09384	0.06256	0.09384
"CR6"	"M"	9.4	0.0785	0.0628	0.0942	0.0628	0.0942
"CR6"	"M"	9.5	0.0788	0.06304	0.09456	0.06304	0.09456
"CR6"	"M"	9.6	0.079	0.0632	0.0948	0.0632	0.0948
"CR6"	"M"	9.7	0.0793	0.06344	0.09516	0.06344	0.09516
"CR6"	"M"	9.8	0.0796	0.06368	0.09552	0.06368	0.09552
"CR6"	"M"	9.9	0.0798	0.06384	0.09576	0.06384	0.09576
"CR6"	"M"	10	0.0801	0.06408	0.09612	0.06408	0.09612
"CR6"	"M"	10.1	0.0803	0.06424	0.09636	0.06424	0.09636
"CR6"	"M"	10.2	0.0806	0.06448	0.09672	0.06448	0.09672
"CR6"	"M"	10.3	0.0808	0.06464	0.09696	0.06464	0.09696
"CR6"	"M"	10.4	0.0811	0.06488	0.09732	0.06488	0.09732
"CR6"	"M"	10.5	0.0813	0.06504	0.09756	0.06504	0.09756
"CR6"	"M"	10.6	0.0816	0.06528	0.09792	0.06528	0.09792
"CR6"	"M"	10.7	0.0818	0.06544	0.09816	0.06544	0.09816
"CR6"	"M"	10.8	0.082	0.0656	0.0984	0.0656	0.0984
"CR6"	"M"	10.9	0.0823	0.06584	0.09876	0.06584	0.09876
"CR6"	"M"	11	0.0825	0.066	0.099	0.066	0.099
"CR6"	"M"	11.1	0.0827	0.06616	0.09924	0.06616	0.09924
"CR6"	"M"	11.2	0.0829	0.06632	0.09948	0.06632	0.09948
"CR6"	"M"	11.3	0.0831	0.06648	0.09972	0.06648	0.09972
"CR6"	"M"	11.4	0.0834	0.06672	0.10008	0.06672	0.10008
"CR6"	"M"	11.5	0.0836	0.06688	0.10032	0.06688	0.10032
"CR6"	"M"	11.6	0.0838	0.06704	0.10056	0.06704	0.10056
"CR6"	"M"	11.7	0.084	0.0672	0.1008	0.0672	0.1008
"CR6"	"M"	11.8	0.0842	0.06736	0.10104	0.06736	0.10104
"CR6"	"M"	11.9	0.0844	0.06752	0.10128	0.06752	0.10128
"CR6"	"M"	12	0.0846	0.06768	0.10152	0.06768	0.10152
"CR6"	"M"	12.1	0.0848	0.06784	0.10176	0.06784	0.10176
"CR6"	"M"	12.2	0.085	0.068	0.102	0.068	0.102
"CR6"	"M"	12.3	0.0852	0.06816	0.10224	0.06816	0.10224
"CR6"	"M"	12.4	0.0854	0.06832	0.10248	0.06832	0.10248
"CR6"	"M"	12.5	0.0855	0.0684	0.1026	0.0684	0.1026
"CR6"	"M"	12.6	0.0857	0.06856	0.10284	0.06856	0.10284
"CR6"	"M"	12.7	0.0859	0.06872	0.10308	0.06872	0.10308
"CR6"	"M"	12.8	0.0861	0.06888	0.10332	0.06888	0.10332
"CR6"	"M"	12.9	0.0863	0.06904	0.10356	0.06904	0.10356
"CR6"	"M"	13	0.0865	0.0692	0.1038	0.0692	0.1038
"CR6"	"M"	13.1	0.0866	0.06928	0.10392	0.06928	0.10392
"CR6"	"M"	13.2	0.0868	0.06944	0.10416	0.06944	0.10416
"CR6"	"M"	13.3	0.087	0.0696	0.1044	0.0696	0.1044
"CR6"	"M"	13.4	0.0871	0.06968	0.10452	0.06968	0.10452
"CR6"	"M"	13.5	0.0873	0.06984	0.10476	0.06984	0.10476
"CR6"	"M"	13.6	0.0875	0.07	0.105	0.07	0.105
"CR6"	"M"	13.7	0.0876	0.07008	0.10512	0.07008	0.10512
"CR6"	"M"	13.8	0.0878	0.07024	0.10536	0.07024	0.10536
"CR6"	"M"	13.9	0.088	0.0704	0.1056	0.0704	0.1056
"CR6"	"M"	14	0.0881	0.07048	0.10572	0.07048	0.10572
"CR6"	"M"	14.1	0.0883	0.07064	0.10596	0.07064	0.10596
"CR6"	"M"	14.2	0.0884	0.07072	0.10608	0.07072	0.10608
"CR6"	"M"	14.3	0.0886	0.07088	0.10632	0.07088	0.10632
"CR6"	"M"	14.4	0.0887	0.07096	0.10644	0.07096	0.10644
"CR6"	"M"	14.5	0.0889	0.07112	0.10668	0.07112	0.10668
"CR6"	"M"	14.6	0.089	0.0712	0.1068	0.0712	0.1068
"CR6"	"M"	14.7	0.0892	0.07136	0.10704	0.07136	0.10704
"CR6"	"M"	14.8	0.0893	0.07144	0.10716	0.07144	0.10716
"CR6"	"M"	14.9	0.0895	0.0716	0.1074	0.0716	0.1074
"CR6"	"M"	15	0.0896	0.07168	0.10752	0.07168	0.10752
"CR6"	"H"	0.1	0.0011	0.00088	0.00132	0.00088	0.00132
"CR6"	"H"	0.2	0.002	0.0016	0.0024	0.0016	0.0024
"CR6"	"H"	0.3	0.0029	0.00232	0.00348	0.00232	0.00348
"CR6"	"H"	0.4	0.0036	0.00288	0.00432	0.00288	0.00432
"CR6"	"H"	0.5	0.0043	0.00344	0.00516	0.00344	0.00516
"CR6"	"H"	0.6	0.0049	0.00392	0.00588	0.00392	0.00588
"CR6"	"H"	0.7	0.0055	0.0044	0.0066	0.0044	0.0066
"CR6"	"H"	0.8	0.006	0.0048	0.0072	0.0048	0.0072
"CR6"	"H"	0.9	0.0064	0.00512	0.00768	0.00512	0.00768
"CR6"	"H"	1	0.0069	0.00552	0.00828	0.00552	0.00828
"CR6"	"H"	1.1	0.0073	0.00584	0.00876	0.00584	0.00876
"CR6"	"H"	1.2	0.0076	0.00608	0.00912	0.00608	0.00912
"CR6"	"H"	1.3	0.008	0.0064	0.0096	0.0064	0.0096
"CR6"	"H"	1.4	0.0083	0.00664	0.00996	0.00664	0.00996
"CR6"	"H"	1.5	0.0086	0.00688	0.01032	0.00688	0.01032
"CR6"	"H"	1.6	0.0089	0.00712	0.01068	0.00712	0.01068
"CR6"	"H"	1.7	0.0091	0.00728	0.01092	0.00728	0.01092
"CR6"	"H"	1.8	0.0094	0.00752	0.01128	0.00752	0.01128
"CR6"	"H"	1.9	0.0096	0.0077	0.0115	0.00768	0.01152
"CR6"	"H"	2	0.0098	0.008	0.0117	0.00784	0.01176
"CR6"	"H"	2.1	0.01	0.0082	0.0118	0.008	0.012
"CR6"	"H"	2.2	0.0102	0.0084	0.012	0.00816	0.01224
"CR6"	"H"	2.3	0.0104	0.0087	0.0122	0.00832	0.01248
"CR6"	"H"	2.4	0.0106	0.0089	0.0123	0.00848	0.01272
"CR6"	"H"	2.5	0.0108	0.0091	0.0124	0.00864	0.01296
"CR6"	"H"	2.6	0.0109	0.0093	0.0126	0.00872	0.01308
"CR6"	"H"	2.7	0.0111	0.0094	0.0127	0.00888	0.01332
"CR6"	"H"	2.8	0.0112	0.0096	0.0128	0.00896	0.01344
"CR6"	"H"	2.9	0.0113	0.0098	0.0129	0.00904	0.01356
"CR6"	"H"	3	0.0115	0.0099	0.013	0.0092	0.0138
"CR6"	"H"	3.1	0.0116	0.0101	0.0131	0.00928	0.01392
"CR6"	"H"	3.2	0.0117	0.0102	0.0133	0.00936	0.01404
"CR6"	"H"	3.3	0.0118	0.0103	0.0134	0.00944	0.01416
"CR6"	"H"	3.4	0.0119	0.0104	0.0135	0.00952	0.01428
"CR6"	"H"	3.5	0.0121	0.0106	0.0135	0.00968	0.01452
"CR6"	"H"	3.6	0.0122	0.0107	0.0136	0.00976	0.01464
"CR6"	"H"	3.7	0.0123	0.0108	0.0137	0.00984	0.01476
"CR6"	"H"	3.8	0.0124	0.0109	0.0138	0.00992	0.01488
"CR6"	"H"	3.9	0.0124	0.011	0.0139	0.00992	0.01488
"CR6"	"H"	4	0.0125	0.0111	0.014	0.01	0.015
"CR6"	"H"	4.1	0.0126	0.0112	0.0141	0.01008	0.01512
"CR6"	"H"	4.2	0.0127	0.0112	0.0141	0.01016	0.01524
"CR6"	"H"	4.3	0.0128	0.0113	0.0142	0.01024	0.01536
"CR6"	"H"	4.4	0.0129	0.0114	0.0143	0.01032	0.01548
"CR6"	"H"	4.5	0.0129	0.0115	0.0144	0.01032	0.01548
"CR6"	"H"	4.6	0.013	0.0115	0.0145	0.0104	0.0156
"CR6"	"H"	4.7	0.0131	0.0116	0.0145	0.01048	0.01572
"CR6"	"H"	4.8	0.0131	0.0117	0.0146	0.01048	0.01572
"CR6"	"H"	4.9	0.0132	0.0117	0.0147	0.01056	0.01584
"CR6"	"H"	5	0.0133	0.0118	0.0147	0.01064	0.01596
"CR6"	"H"	5.1	0.0133	0.0118	0.0148	0.01064	0.01596
"CR6"	"H"	5.2	0.0134	0.0119	0.0149	0.01072	0.01608
"CR6"	"H"	5.3	0.0134	0.0119	0.0149	0.01072	0.01608
"CR6"	"H"	5.4	0.0135	0.012	0.015	0.0108	0.0162
"CR6"	"H"	5.5	0.0135	0.012	0.0151	0.0108	0.0162
"CR6"	"H"	5.6	0.0136	0.0121	0.0151	0.01088	0.01632
"CR6"	"H"	5.7	0.0137	0.0121	0.0152	0.01096	0.01644
"CR6"	"H"	5.8	0.0137	0.0122	0.0152	0.01096	0.01644
"CR6"	"H"	5.9	0.0137	0.0122	0.0153	0.01096	0.01644
"CR6"	"H"	6	0.0138	0.0122	0.0154	0.01104	0.01656
"CR6"	"H"	6.1	0.0138	0.0123	0.0154	0.01104	0.01656
"CR6"	"H"	6.2	0.0139	0.0123	0.0155	0.01112	0.01668
"CR6"	"H"	6.3	0.0139	0.0123	0.0155	0.01112	0.01668
"CR6"	"H"	6.4	0.014	0.0124	0.0156	0.0112	0.0168
"CR6"	"H"	6.5	0.014	0.0124	0.0156	0.0112	0.0168
"CR6"	"H"	6.6	0.0141	0.0124	0.0157	0.01128	0.01692
"CR6"	"H"	6.7	0.0141	0.0124	0.0157	0.01128	0.01692
"CR6"	"H"	6.8	0.0141	0.0125	0.0158	0.01128	0.01692
"CR6"	"H"	6.9	0.0142	0.0125	0.0158	0.01136	0.01704
"CR6"	"H"	7	0.0142	0.0125	0.0159	0.01136	0.01704
"CR6"	"H"	7.1	0.0142	0.0125	0.0159	0.01136	0.01704
"CR6"	"H"	7.2	0.0143	0.0126	0.016	0.01144	0.01716
"CR6"	"H"	7.3	0.0143	0.0126	0.016	0.01144	0.01716
"CR6"	"H"	7.4	0.0143	0.0126	0.0161	0.01144	0.01716
"CR6"	"H"	7.5	0.0144	0.0126	0.0161	0.01152	0.01728
"CR6"	"H"	7.6	0.0144	0.0127	0.0162	0.01152	0.01728
"CR6"	"H"	7.7	0.0144	0.0127	0.0162	0.01152	0.01728
"CR6"	"H"	7.8	0.0145	0.0127	0.0162	0.0116	0.0174
"CR6"	"H"	7.9	0.0145	0.0127	0.0163	0.0116	0.0174
"CR6"	"H"	8	0.0145	0.0127	0.0163	0.0116	0.0174
"CR6"	"H"	8.1	0.0146	0.0127	0.0164	0.01168	0.01752
"CR6"	"H"	8.2	0.0146	0.0128	0.0164	0.01168	0.01752
"CR6"	"H"	8.3	0.0146	0.0128	0.0165	0.01168	0.01752
"CR6"	"H"	8.4	0.0146	0.0128	0.0165	0.01168	0.01752
"CR6"	"H"	8.5	0.0147	0.0128	0.0165	0.01176	0.01764
"CR6"	"H"	8.6	0.0147	0.0128	0.0166	0.01176	0.01764
"CR6"	"H"	8.7	0.0147	0.0128	0.0166	0.01176	0.01764
"CR6"	"H"	8.8	0.0147	0.0129	0.0166	0.01176	0.01764
"CR6"	"H"	8.9	0.0148	0.0129	0.0167	0.01184	0.01776
"CR6"	"H"	9	0.0148	0.0129	0.0167	0.01184	0.01776
"CR6"	"H"	9.1	0.0148	0.0129	0.0167	0.01184	0.01776
"CR6"	"H"	9.2	0.0148	0.0129	0.0168	0.01184	0.01776
"CR6"	"H"	9.3	0.0149	0.0129	0.0168	0.01192	0.01788
"CR6"	"H"	9.4	0.0149	0.0129	0.0168	0.01192	0.01788
"CR6"	"H"	9.5	0.0149	0.0129	0.0169	0.01192	0.01788
"CR6"	"H"	9.6	0.0149	0.013	0.0169	0.01192	0.01788
"CR6"	"H"	9.7	0.0149	0.013	0.0169	0.01192	0.01788
"CR6"	"H"	9.8	0.015	0.013	0.017	0.012	0.018
"CR6"	"H"	9.9	0.015	0.013	0.017	0.012	0.018
"CR6"	"H"	10	0.015	0.013	0.017	0.012	0.018
"CR6"	"H"	10.1	0.015	0.013	0.0171	0.012	0.018
"CR6"	"H"	10.2	0.015	0.013	0.0171	0.012	0.018
"CR6"	"H"	10.3	0.0151	0.013	0.0171	0.01208	0.01812
