Strain	Bead	Volu	Site	Dilu	Cove	Day	Trial	Cells
CR4	L	10	21	1	1,29	21	1	712
CR4	L	10	21	1	1,29	21	2	1463
CR4	L	10	21	1	1,29	21	3	1671
CR4	H	10	21	1	1,29	21	1	2563
CR4	H	10	21	1	1,29	21	2	2034
CR4	H	10	21	1	1,29	21	3	2021
CR2-CR4	C	10	21	1	1,29	21	1	300
CR2-CR4	C	10	21	1	1,29	21	2	571
CR2-CR4	C	10	21	1	1,29	21	3	402
CR2-CR4	L	10	21	1	1,29	21	1	749
CR2-CR4	L	10	21	1	1,29	21	2	572
CR2-CR4	L	10	21	1	1,29	21	3	2655
CR2-CR4	H	10	21	1	1,29	21	1	996
CR2-CR4	H	10	21	1	1,29	21	2	1666
CR2-CR4	H	10	21	1	1,29	21	3	1255
CR2	C	10	21	1	1,29	22	1	1381
CR2	C	10	21	1	1,29	22	2	948
CR2	C	10	21	1	1,29	22	3	865
CR2	L	10	21	1	1,29	22	1	479
CR2	L	10	21	1	1,29	22	2	976
CR2	L	10	21	1	1,29	22	3	693
CR2	H	10	21	1	1,29	22	1	1382
CR2	H	10	21	1	1,29	22	2	1081
CR2	H	10	21	1	1,29	22	3	2073
CR4	C	10	21	1	1,29	22	1	1985
CR4	C	10	21	1	1,29	22	2	2077
CR4	C	10	21	1	1,29	22	3	2991
CR4	L	10	21	1	1,29	22	1	487
CR4	L	10	21	1	1,29	22	2	1303
CR4	L	10	21	1	1,29	22	3	1303
CR4	H	10	21	1	1,29	22	1	3125
CR4	H	10	21	1	1,29	22	2	2311
CR4	H	10	21	1	1,29	22	3	2189
CR2-CR4	C	10	21	1	1,29	22	1	244
CR2-CR4	C	10	21	1	1,29	22	2	215
CR2-CR4	C	10	21	1	1,29	22	3	403
CR2-CR4	L	10	21	1	1,29	22	1	693
CR2-CR4	L	10	21	1	1,29	22	2	597
CR2-CR4	L	10	21	1	1,29	22	3	2773
CR2-CR4	H	10	21	1	1,29	22	1	1855
CR2-CR4	H	10	21	1	1,29	22	2	2063
CR2-CR4	H	10	21	1	1,29	22	3	1752
CR2	C	10	21	1	1,29	23	1	527
CR2	C	10	21	1	1,29	23	2	1278
CR2	C	10	21	1	1,29	23	3	350
CR2	L	10	21	1	1,29	23	1	441
CR2	L	10	21	1	1,29	23	2	646
CR2	L	10	21	1	1,29	23	3	529
CR2	H	10	21	1	1,29	23	1	1079
CR2	H	10	21	1	1,29	23	2	1099
CR2	H	10	21	1	1,29	23	3	1387
CR4	C	10	21	1	1,29	23	1	2067
CR4	C	10	21	1	1,29	23	2	2345
CR4	C	10	21	1	1,29	23	3	3654
CR4	L	10	21	1	1,29	23	1	299
CR4	L	10	21	1	1,29	23	2	1074
CR4	L	10	21	1	1,29	23	3	1644
CR4	H	10	21	1	1,29	23	1	3502
CR4	H	10	21	1	1,29	23	2	2088
CR4	H	10	21	1	1,29	23	3	1964
CR2-CR4	C	10	21	1	1,29	23	1	290
CR2-CR4	C	10	21	1	1,29	23	2	236
CR2-CR4	C	10	21	1	1,29	23	3	541
CR2-CR4	L	10	21	1	1,29	23	1	640
CR2-CR4	L	10	21	1	1,29	23	2	578
CR2-CR4	L	10	21	1	1,29	23	3	2072
CR2-CR4	H	10	21	1	1,29	23	1	1726
CR2-CR4	H	10	21	1	1,29	23	2	1921
CR2-CR4	H	10	21	1	1,29	23	3	1151
CR2	C	10	21	1	1,29	24	1	472
CR2	C	10	21	1	1,29	24	2	1123
CR2	C	10	21	1	1,29	24	3	421
CR2	L	10	21	1	1,29	24	1	567
CR2	L	10	21	1	1,29	24	2	528
CR2	L	10	21	1	1,29	24	3	547
CR2	H	10	21	1	1,29	24	1	815
CR2	H	10	21	1	1,29	24	2	868
CR2	H	10	21	1	1,29	24	3	1294
CR4	C	10	21	1	1,29	24	1	1790
CR4	C	10	21	1	1,29	24	2	2326
CR4	C	10	21	1	1,29	24	3	3404
CR4	L	10	21	1	1,29	24	1	1007
CR4	L	10	21	1	1,29	24	2	1952
CR4	L	10	21	1	1,29	24	3	730
CR4	H	10	21	1	1,29	24	1	2462
CR4	H	10	21	1	1,29	24	2	1664
CR4	H	10	21	1	1,29	24	3	1847
CR2-CR4	C	10	21	1	1,29	24	1	376
CR2-CR4	C	10	21	1	1,29	24	2	395
CR2-CR4	C	10	21	1	1,29	24	3	307
CR2-CR4	L	10	21	1	1,29	24	1	605
CR2-CR4	L	10	21	1	1,29	24	2	1929
CR2-CR4	L	10	21	1	1,29	24	3	349
CR2-CR4	H	10	21	1	1,29	24	1	1954
CR2-CR4	H	10	21	1	1,29	24	2	1614
CR2-CR4	H	10	21	1	1,29	24	3	1082
CR2	C	10	21	1	1,29	25	1	1206
CR2	C	10	21	1	1,29	25	2	992
CR2	C	10	21	1	1,29	25	3	463
CR2	L	10	21	1	1,29	25	1	365
CR2	L	10	21	1	1,29	25	2	660
CR2	L	10	21	1	1,29	25	3	585
CR2	H	10	21	1	1,29	25	1	718
CR2	H	10	21	1	1,29	25	2	749
CR2	H	10	21	1	1,29	25	3	1100
CR4	C	10	21	1	1,29	25	1	1678
CR4	C	10	21	1	1,29	25	2	3095
CR4	C	10	21	1	1,29	25	3	3517
CR4	L	10	21	1	1,29	25	1	476
CR4	L	10	21	1	1,29	25	2	1036
CR4	L	10	21	1	1,29	25	3	1401
CR4	H	10	21	1	1,29	25	1	3492
CR4	H	10	21	1	1,29	25	2	1999
CR4	H	10	21	1	1,29	25	3	2298
CR2-CR4	C	10	21	1	1,29	25	1	448
CR2-CR4	C	10	21	1	1,29	25	2	188
CR2-CR4	C	10	21	1	1,29	25	3	449
CR2-CR4	L	10	21	1	1,29	25	1	384
CR2-CR4	L	10	21	1	1,29	25	2	748
CR2-CR4	L	10	21	1	1,29	25	3	1965
CR2-CR4	H	10	21	1	1,29	25	1	2854
CR2-CR4	H	10	21	1	1,29	25	2	2630
CR2-CR4	H	10	21	1	1,29	25	3	814
CR2	C	10	21	1	1,29	26	1	885
CR2	C	10	21	1	1,29	26	2	831
CR2	C	10	21	1	1,29	26	3	373
CR2	L	10	21	1	1,29	26	1	338
CR2	L	10	21	1	1,29	26	2	549
CR2	L	10	21	1	1,29	26	3	337
CR2	H	10	21	1	1,29	26	1	387
CR2	H	10	21	1	1,29	26	2	310
CR2	H	10	21	1	1,29	26	3	841
CR4	C	10	21	1	1,29	26	1	2001
CR4	C	10	21	1	1,29	26	2	3085
CR4	C	10	21	1	1,29	26	3	3084
CR4	L	10	21	1	1,29	26	1	274
CR4	L	10	21	1	1,29	26	2	686
CR4	L	10	21	1	1,29	26	3	1768
CR4	H	10	21	1	1,29	26	1	4702
CR4	H	10	21	1	1,29	26	2	2137
CR4	H	10	21	1	1,29	26	3	1930
CR2-CR4	C	10	21	1	1,29	26	1	708
CR2-CR4	C	10	21	1	1,29	26	2	362
CR2-CR4	C	10	21	1	1,29	26	3	455
CR2-CR4	L	10	21	1	1,29	26	1	840
CR2-CR4	L	10	21	1	1,29	26	2	718
CR2-CR4	L	10	21	1	1,29	26	3	2034
CR2-CR4	H	10	21	1	1,29	26	1	2198
CR2-CR4	H	10	21	1	1,29	26	2	1966
CR2-CR4	H	10	21	1	1,29	26	3	1293
CR2	C	10	21	1	1,29	27	1	899
CR2	C	10	21	1	1,29	27	2	1548
CR2	C	10	21	1	1,29	27	3	559
CR2	L	10	21	1	1,29	27	1	289
CR2	L	10	21	1	1,29	27	2	389
CR2	L	10	21	1	1,29	27	3	618
CR2	H	10	21	1	1,29	27	1	832
CR2	H	10	21	1	1,29	27	2	352
CR2	H	10	21	1	1,29	27	3	1474
CR4	C	10	21	1	1,29	27	1	1501
CR4	C	10	21	1	1,29	27	2	3240
CR4	C	10	21	1	1,29	27	3	4231
CR4	L	10	21	1	1,29	27	1	487
CR4	L	10	21	1	1,29	27	2	1270
CR4	L	10	21	1	1,29	27	3	1921
CR4	H	10	21	1	1,29	27	1	3325
CR4	H	10	21	1	1,29	27	2	2688
CR4	H	10	21	1	1,29	27	3	1936
CR2-CR4	C	10	21	1	1,29	27	1	288
CR2-CR4	C	10	21	1	1,29	27	2	431
CR2-CR4	C	10	21	1	1,29	27	3	214
CR2-CR4	L	10	21	1	1,29	27	1	927
CR2-CR4	L	10	21	1	1,29	27	2	551
CR2-CR4	L	10	21	1	1,29	27	3	1349
CR2-CR4	H	10	21	1	1,29	27	1	1888
CR2-CR4	H	10	21	1	1,29	27	2	1800
CR2-CR4	H	10	21	1	1,29	27	3	914
CR2	C	10	21	1	1,29	28	1	912
CR2	C	10	21	1	1,29	28	2	648
CR2	C	10	21	1	1,29	28	3	514
CR2	L	10	21	1	1,29	28	1	349
CR2	L	10	21	1	1,29	28	2	446
CR2	L	10	21	1	1,29	28	3	416
CR2	H	10	21	1	1,29	28	1	404
CR2	H	10	21	1	1,29	28	2	664
CR2	H	10	21	1	1,29	28	3	660
CR4	C	10	21	1	1,29	28	1	1487
CR4	C	10	21	1	1,29	28	2	2817
CR4	C	10	21	1	1,29	28	3	3865
CR4	L	10	21	1	1,29	28	1	354
CR4	L	10	21	1	1,29	28	2	830
CR4	L	10	21	1	1,29	28	3	1729
CR4	H	10	21	1	1,29	28	1	3416
CR4	H	10	21	1	1,29	28	2	3232
CR4	H	10	21	1	1,29	28	3	2001
CR2-CR4	C	10	21	1	1,29	28	1	514
CR2-CR4	C	10	21	1	1,29	28	2	182
CR2-CR4	C	10	21	1	1,29	28	3	296
CR2-CR4	L	10	21	1	1,29	28	1	888
CR2-CR4	L	10	21	1	1,29	28	2	718
CR2-CR4	L	10	21	1	1,29	28	3	967
CR2-CR4	H	10	21	1	1,29	28	1	4053
CR2-CR4	H	10	21	1	1,29	28	2	1943
CR2-CR4	H	10	21	1	1,29	28	3	1039
CR2	C	10	21	1	1,29	29	1	723
CR2	C	10	21	1	1,29	29	2	772
CR2	C	10	21	1	1,29	29	3	540
CR2	L	10	21	1	1,29	29	1	469
CR2	L	10	21	1	1,29	29	2	723
CR2	L	10	21	1	1,29	29	3	636
CR2	H	10	21	1	1,29	29	1	318
CR2	H	10	21	1	1,29	29	2	1199
CR2	H	10	21	1	1,29	29	3	835
CR4	C	10	21	1	1,29	29	1	1691
CR4	C	10	21	1	1,29	29	2	3133
CR4	C	10	21	1	1,29	29	3	3713
CR4	L	10	21	1	1,29	29	1	387
CR4	L	10	21	1	1,29	29	2	710
CR4	L	10	21	1	1,29	29	3	1213
CR4	H	10	21	1	1,29	29	1	3054
CR4	H	10	21	1	1,29	29	2	3572
CR4	H	10	21	1	1,29	29	3	1476
CR2-CR4	C	10	21	1	1,29	29	1	545
CR2-CR4	C	10	21	1	1,29	29	2	291
CR2-CR4	C	10	21	1	1,29	29	3	306
CR2-CR4	L	10	21	1	1,29	29	1	902
CR2-CR4	L	10	21	1	1,29	29	2	606
CR2-CR4	L	10	21	1	1,29	29	3	910
CR2-CR4	H	10	21	1	1,29	29	1	2750
CR2-CR4	H	10	21	1	1,29	29	2	3298
CR2-CR4	H	10	21	1	1,29	29	3	1606
CR2	C	10	21	1	1,29	30	1	931
CR2	C	10	21	1	1,29	30	2	753
CR2	C	10	21	1	1,29	30	3	549
CR2	L	10	21	1	1,29	30	1	404
CR2	L	10	21	1	1,29	30	2	560
CR2	L	10	21	1	1,29	30	3	623
CR2	H	10	21	1	1,29	30	1	425
CR2	H	10	21	1	1,29	30	2	1093
CR2	H	10	21	1	1,29	30	3	767
CR4	C	10	21	1	1,29	30	1	1393
CR4	C	10	21	1	1,29	30	2	3503
CR4	C	10	21	1	1,29	30	3	3915
CR4	L	10	21	1	1,29	30	1	378
CR4	L	10	21	1	1,29	30	2	851
CR4	L	10	21	1	1,29	30	3	1458
CR4	H	10	21	1	1,29	30	1	2674
CR4	H	10	21	1	1,29	30	2	3741
CR4	H	10	21	1	1,29	30	3	1608
CR2-CR4	C	10	21	1	1,29	30	1	397
CR2-CR4	C	10	21	1	1,29	30	2	247
CR2-CR4	C	10	21	1	1,29	30	3	337
CR2-CR4	L	10	21	1	1,29	30	1	809
CR2-CR4	L	10	21	1	1,29	30	2	571
CR2-CR4	L	10	21	1	1,29	30	3	650
CR2-CR4	H	10	21	1	1,29	30	1	2442
CR2-CR4	H	10	21	1	1,29	30	2	1886
CR2-CR4	H	10	21	1	1,29	30	3	893
CR2	C	10	21	1	1,29	31	1	1410
CR2	C	10	21	1	1,29	31	2	804
CR2	C	10	21	1	1,29	31	3	636
CR2	L	10	21	1	1,29	31	1	284
CR2	L	10	21	1	1,29	31	2	307
CR2	L	10	21	1	1,29	31	3	574
CR2	H	10	21	1	1,29	31	1	488
CR2	H	10	21	1	1,29	31	2	1275
CR2	H	10	21	1	1,29	31	3	991
CR4	C	10	21	1	1,29	31	1	1719
CR4	C	10	21	1	1,29	31	2	3747
CR4	C	10	21	1	1,29	31	3	3976
CR4	L	10	21	1	1,29	31	1	303
CR4	L	10	21	1	1,29	31	2	747
CR4	L	10	21	1	1,29	31	3	1150
CR4	H	10	21	1	1,29	31	1	3039
CR4	H	10	21	1	1,29	31	2	3102
CR4	H	10	21	1	1,29	31	3	2344
CR2-CR4	C	10	21	1	1,29	31	1	450
CR2-CR4	C	10	21	1	1,29	31	2	250
CR2-CR4	C	10	21	1	1,29	31	3	442
CR2-CR4	L	10	21	1	1,29	31	1	923
CR2-CR4	L	10	21	1	1,29	31	2	832
CR2-CR4	L	10	21	1	1,29	31	3	1227
CR2-CR4	H	10	21	1	1,29	31	1	3999
CR2-CR4	H	10	21	1	1,29	31	2	1896
CR2-CR4	H	10	21	1	1,29	31	3	1535
CR2	C	10	21	1	1,29	32	1	1055
CR2	C	10	21	1	1,29	32	2	613
CR2	C	10	21	1	1,29	32	3	815
CR2	L	10	21	1	1,29	32	1	406
CR2	L	10	21	1	1,29	32	2	402
CR2	L	10	21	1	1,29	32	3	542
CR2	H	10	21	1	1,29	32	1	475
CR2	H	10	21	1	1,29	32	2	389
CR2	H	10	21	1	1,29	32	3	823
CR4	C	10	21	1	1,29	32	1	1121
CR4	C	10	21	1	1,29	32	2	3666
CR4	C	10	21	1	1,29	32	3	3842
CR4	L	10	21	1	1,29	32	1	388
CR4	L	10	21	1	1,29	32	2	633
CR4	L	10	21	1	1,29	32	3	1018
CR4	H	10	21	1	1,29	32	1	4490
CR4	H	10	21	1	1,29	32	2	3255
CR4	H	10	21	1	1,29	32	3	1700
CR2-CR4	C	10	21	1	1,29	32	1	355
CR2-CR4	C	10	21	1	1,29	32	2	328
CR2-CR4	C	10	21	1	1,29	32	3	324
CR2-CR4	L	10	21	1	1,29	32	1	597
CR2-CR4	L	10	21	1	1,29	32	2	691
CR2-CR4	L	10	21	1	1,29	32	3	735
CR2-CR4	H	10	21	1	1,29	32	1	2274
CR2-CR4	H	10	21	1	1,29	32	2	1909
CR2-CR4	H	10	21	1	1,29	32	3	1937
CR2	C	10	21	1	1,29	33	1	1416
CR2	C	10	21	1	1,29	33	2	589
CR2	C	10	21	1	1,29	33	3	677
CR2	L	10	21	1	1,29	33	1	299
CR2	L	10	21	1	1,29	33	2	353
CR2	L	10	21	1	1,29	33	3	595
CR2	H	10	21	1	1,29	33	1	654
CR2	H	10	21	1	1,29	33	2	695
CR2	H	10	21	1	1,29	33	3	1053
CR4	C	10	21	1	1,29	33	1	1322
CR4	C	10	21	1	1,29	33	2	2504
CR4	C	10	21	1	1,29	33	3	3419
CR4	L	10	21	1	1,29	33	1	346
CR4	L	10	21	1	1,29	33	2	658
CR4	L	10	21	1	1,29	33	3	909
CR4	H	10	21	1	1,29	33	1	2883
CR4	H	10	21	1	1,29	33	2	3083
CR4	H	10	21	1	1,29	33	3	2349
CR2-CR4	C	10	21	1	1,29	33	1	500
CR2-CR4	C	10	21	1	1,29	33	2	445
CR2-CR4	C	10	21	1	1,29	33	3	262
CR2-CR4	L	10	21	1	1,29	33	1	623
CR2-CR4	L	10	21	1	1,29	33	2	565
CR2-CR4	L	10	21	1	1,29	33	3	639
CR2-CR4	H	10	21	1	1,29	33	1	1716
CR2-CR4	H	10	21	1	1,29	33	2	1373
CR2-CR4	H	10	21	1	1,29	33	3	1209
CR2	C	10	21	1	1,29	34	1	1131
CR2	C	10	21	1	1,29	34	2	590
CR2	C	10	21	1	1,29	34	3	708
CR2	L	10	21	1	1,29	34	1	215
CR2	L	10	21	1	1,29	34	2	267
CR2	L	10	21	1	1,29	34	3	609
CR2	H	10	21	1	1,29	34	1	529
CR2	H	10	21	1	1,29	34	2	854
CR2	H	10	21	1	1,29	34	3	802
CR4	C	10	21	1	1,29	34	1	1186
CR4	C	10	21	1	1,29	34	2	3210
CR4	C	10	21	1	1,29	34	3	3491
CR4	L	10	21	1	1,29	34	1	155
CR4	L	10	21	1	1,29	34	2	592
CR4	L	10	21	1	1,29	34	3	701
CR4	H	10	21	1	1,29	34	1	2737
CR4	H	10	21	1	1,29	34	2	3091
CR4	H	10	21	1	1,29	34	3	2238
CR2-CR4	C	10	21	1	1,29	34	1	388
CR2-CR4	C	10	21	1	1,29	34	2	394
CR2-CR4	C	10	21	1	1,29	34	3	310
CR2-CR4	L	10	21	1	1,29	34	1	563
CR2-CR4	L	10	21	1	1,29	34	2	473
CR2-CR4	L	10	21	1	1,29	34	3	593
CR2-CR4	H	10	21	1	1,29	34	1	2077
CR2-CR4	H	10	21	1	1,29	34	2	979
CR2-CR4	H	10	21	1	1,29	34	3	500
CR2	C	10	21	1	1,29	35	1	999
CR2	C	10	21	1	1,29	35	2	722
CR2	C	10	21	1	1,29	35	3	957
CR2	L	10	21	1	1,29	35	1	237
CR2	L	10	21	1	1,29	35	2	389
CR2	L	10	21	1	1,29	35	3	584
CR2	H	10	21	1	1,29	35	1	533
CR2	H	10	21	1	1,29	35	2	778
CR2	H	10	21	1	1,29	35	3	773
CR4	C	10	21	1	1,29	35	1	1141
CR4	C	10	21	1	1,29	35	2	3875
CR4	C	10	21	1	1,29	35	3	2820
CR4	L	10	21	1	1,29	35	1	226
CR4	L	10	21	1	1,29	35	2	291
CR4	L	10	21	1	1,29	35	3	711
CR4	H	10	21	1	1,29	35	1	4092
CR4	H	10	21	1	1,29	35	2	4844
CR4	H	10	21	1	1,29	35	3	2151
CR2-CR4	C	10	21	1	1,29	35	1	198
CR2-CR4	C	10	21	1	1,29	35	2	384
CR2-CR4	C	10	21	1	1,29	35	3	325
CR2-CR4	L	10	21	1	1,29	35	1	786
CR2-CR4	L	10	21	1	1,29	35	2	585
CR2-CR4	L	10	21	1	1,29	35	3	490
CR2-CR4	H	10	21	1	1,29	35	1	2418
CR2-CR4	H	10	21	1	1,29	35	2	2240
CR2-CR4	H	10	21	1	1,29	35	3	1130
CR2	C	10	21	1	1,29	36	1	1017
CR2	C	10	21	1	1,29	36	2	607
CR2	C	10	21	1	1,29	36	3	365
CR2	L	10	21	1	1,29	36	1	226
CR2	L	10	21	1	1,29	36	2	208
CR2	L	10	21	1	1,29	36	3	474
CR2	H	10	21	1	1,29	36	1	862
CR2	H	10	21	1	1,29	36	2	1052
CR2	H	10	21	1	1,29	36	3	1100
CR4	C	10	21	1	1,29	36	1	884
CR4	C	10	21	1	1,29	36	2	2192
CR4	C	10	21	1	1,29	36	3	2246
CR4	L	10	21	1	1,29	36	1	193
CR4	L	10	21	1	1,29	36	2	536
CR4	L	10	21	1	1,29	36	3	605
CR4	H	10	21	1	1,29	36	1	2560
CR4	H	10	21	1	1,29	36	2	3016
CR4	H	10	21	1	1,29	36	3	2233
CR2-CR4	C	10	21	1	1,29	36	1	319
CR2-CR4	C	10	21	1	1,29	36	2	326
CR2-CR4	C	10	21	1	1,29	36	3	256
CR2-CR4	L	10	21	1	1,29	36	1	890
CR2-CR4	L	10	21	1	1,29	36	2	704
CR2-CR4	L	10	21	1	1,29	36	3	478
CR2-CR4	H	10	21	1	1,29	36	1	2955
CR2-CR4	H	10	21	1	1,29	36	2	1715
CR2-CR4	H	10	21	1	1,29	36	3	1659
CR2	C	10	21	1	1,29	37	1	1540
CR2	C	10	21	1	1,29	37	2	863
CR2	C	10	21	1	1,29	37	3	729
CR2	L	10	21	1	1,29	37	1	339
CR2	L	10	21	1	1,29	37	2	497
CR2	L	10	21	1	1,29	37	3	734
CR2	H	10	21	1	1,29	37	1	806
CR2	H	10	21	1	1,29	37	2	1146
CR2	H	10	21	1	1,29	37	3	1444
CR4	C	10	21	1	1,29	37	1	745
CR4	C	10	21	1	1,29	37	2	2026
CR4	C	10	21	1	1,29	37	3	2888
CR4	L	10	21	1	1,29	37	1	656
CR4	L	10	21	1	1,29	37	2	666
CR4	L	10	21	1	1,29	37	3	839
CR4	H	10	21	1	1,29	37	1	2729
CR4	H	10	21	1	1,29	37	2	2794
CR4	H	10	21	1	1,29	37	3	2439
CR2-CR4	C	10	21	1	1,29	37	1	314
CR2-CR4	C	10	21	1	1,29	37	2	580
CR2-CR4	C	10	21	1	1,29	37	3	362
CR2-CR4	L	10	21	1	1,29	37	1	867
CR2-CR4	L	10	21	1	1,29	37	2	763
CR2-CR4	L	10	21	1	1,29	37	3	472
CR2-CR4	H	10	21	1	1,29	37	1	4280
CR2-CR4	H	10	21	1	1,29	37	2	1621
CR2-CR4	H	10	21	1	1,29	37	3	1427
CR2	C	10	21	1	1,29	38	1	803
CR2	C	10	21	1	1,29	38	2	624
CR2	C	10	21	1	1,29	38	3	722
CR2	L	10	21	1	1,29	38	1	361
CR2	L	10	21	1	1,29	38	2	681
CR2	L	10	21	1	1,29	38	3	234
CR2	H	10	21	1	1,29	38	1	743
CR2	H	10	21	1	1,29	38	2	858
CR2	H	10	21	1	1,29	38	3	1185
CR4	C	10	21	1	1,29	38	1	486
CR4	C	10	21	1	1,29	38	2	1946
CR4	C	10	21	1	1,29	38	3	2394
CR4	L	10	21	1	1,29	38	1	233
CR4	L	10	21	1	1,29	38	2	701
CR4	L	10	21	1	1,29	38	3	636
CR4	H	10	21	1	1,29	38	1	2566
CR4	H	10	21	1	1,29	38	2	2499
CR4	H	10	21	1	1,29	38	3	1781
CR2-CR4	C	10	21	1	1,29	38	1	442
CR2-CR4	C	10	21	1	1,29	38	2	638
CR2-CR4	C	10	21	1	1,29	38	3	426
CR2-CR4	L	10	21	1	1,29	38	1	859
CR2-CR4	L	10	21	1	1,29	38	2	797
CR2-CR4	L	10	21	1	1,29	38	3	639
CR2-CR4	H	10	21	1	1,29	38	1	2656
CR2-CR4	H	10	21	1	1,29	38	2	2690
CR2-CR4	H	10	21	1	1,29	38	3	1108
CR2	C	10	21	1	1,29	39	1	1094
CR2	C	10	21	1	1,29	39	2	1099
CR2	C	10	21	1	1,29	39	3	792
CR2	L	10	21	1	1,29	39	1	392
CR2	L	10	21	1	1,29	39	2	643
CR2	L	10	21	1	1,29	39	3	673
CR2	H	10	21	1	1,29	39	1	1305
CR2	H	10	21	1	1,29	39	2	1389
CR2	H	10	21	1	1,29	39	3	1057
CR4	C	10	21	1	1,29	39	1	442
CR4	C	10	21	1	1,29	39	2	2533
CR4	C	10	21	1	1,29	39	3	2539
CR4	L	10	21	1	1,29	39	1	278
CR4	L	10	21	1	1,29	39	2	573
CR4	L	10	21	1	1,29	39	3	571
CR4	H	10	21	1	1,29	39	1	2312
CR4	H	10	21	1	1,29	39	2	2193
CR4	H	10	21	1	1,29	39	3	1816
CR2-CR4	C	10	21	1	1,29	39	1	1107
CR2-CR4	C	10	21	1	1,29	39	2	797
CR2-CR4	C	10	21	1	1,29	39	3	439
CR2-CR4	L	10	21	1	1,29	39	1	787
CR2-CR4	L	10	21	1	1,29	39	2	816
CR2-CR4	L	10	21	1	1,29	39	3	589
CR2-CR4	H	10	21	1	1,29	39	1	2490
CR2-CR4	H	10	21	1	1,29	39	2	1467
CR2-CR4	H	10	21	1	1,29	39	3	1885
CR2	C	10	21	1	1,29	40	1	1214
CR2	C	10	21	1	1,29	40	2	756
CR2	C	10	21	1	1,29	40	3	476
CR2	L	10	21	1	1,29	40	1	251
CR2	L	10	21	1	1,29	40	2	311
CR2	L	10	21	1	1,29	40	3	551
CR2	H	10	21	1	1,29	40	1	648
CR2	H	10	21	1	1,29	40	2	1378
CR2	H	10	21	1	1,29	40	3	1001
CR4	C	10	21	1	1,29	40	1	393
CR4	C	10	21	1	1,29	40	2	2195
CR4	C	10	21	1	1,29	40	3	2270
CR4	L	10	21	1	1,29	40	1	419
CR4	L	10	21	1	1,29	40	2	689
CR4	L	10	21	1	1,29	40	3	399
CR4	H	10	21	1	1,29	40	1	2170
CR4	H	10	21	1	1,29	40	2	2226
CR4	H	10	21	1	1,29	40	3	1522
CR2-CR4	C	10	21	1	1,29	40	1	553
CR2-CR4	C	10	21	1	1,29	40	2	692
CR2-CR4	C	10	21	1	1,29	40	3	261
CR2-CR4	L	10	21	1	1,29	40	1	603
CR2-CR4	L	10	21	1	1,29	40	2	552
CR2-CR4	L	10	21	1	1,29	40	3	414
CR2-CR4	H	10	21	1	1,29	40	1	2589
CR2-CR4	H	10	21	1	1,29	40	2	1179
CR2-CR4	H	10	21	1	1,29	40	3	1421
CR2	C	10	21	1	1,29	41	1	610
CR2	C	10	21	1	1,29	41	2	1005
CR2	C	10	21	1	1,29	41	3	481
CR2	L	10	21	1	1,29	41	1	342
CR2	L	10	21	1	1,29	41	2	394
CR2	L	10	21	1	1,29	41	3	529
CR2	H	10	21	1	1,29	41	1	487
CR2	H	10	21	1	1,29	41	2	1284
CR2	H	10	21	1	1,29	41	3	1360
CR4	C	10	21	1	1,29	41	1	782
CR4	C	10	21	1	1,29	41	2	4183
CR4	C	10	21	1	1,29	41	3	1970
CR4	L	10	21	1	1,29	41	1	186
CR4	L	10	21	1	1,29	41	2	689
CR4	L	10	21	1	1,29	41	3	362
CR4	H	10	21	1	1,29	41	1	3663
CR4	H	10	21	1	1,29	41	2	1856
CR4	H	10	21	1	1,29	41	3	2435
CR2-CR4	C	10	21	1	1,29	41	1	352
CR2-CR4	C	10	21	1	1,29	41	2	430
CR2-CR4	C	10	21	1	1,29	41	3	328
CR2-CR4	L	10	21	1	1,29	41	1	532
CR2-CR4	L	10	21	1	1,29	41	2	555
CR2-CR4	L	10	21	1	1,29	41	3	570
CR2-CR4	H	10	21	1	1,29	41	1	3062
CR2-CR4	H	10	21	1	1,29	41	2	2290
CR2-CR4	H	10	21	1	1,29	41	3	1339
CR2	C	10	21	1	1,29	42	1	620
CR2	C	10	21	1	1,29	42	2	1302
CR2	C	10	21	1	1,29	42	3	672
CR2	L	10	21	1	1,29	42	1	197
CR2	L	10	21	1	1,29	42	2	396
CR2	L	10	21	1	1,29	42	3	500
CR2	H	10	21	1	1,29	42	1	633
CR2	H	10	21	1	1,29	42	2	649
CR2	H	10	21	1	1,29	42	3	807
CR4	C	10	21	1	1,29	42	1	1002
CR4	C	10	21	1	1,29	42	2	1885
CR4	C	10	21	1	1,29	42	3	2659
CR4	L	10	21	1	1,29	42	1	179
CR4	L	10	21	1	1,29	42	2	535
CR4	L	10	21	1	1,29	42	3	572
CR4	H	10	21	1	1,29	42	1	2268
CR4	H	10	21	1	1,29	42	2	2005
CR4	H	10	21	1	1,29	42	3	1322
CR2-CR4	C	10	21	1	1,29	42	1	381
CR2-CR4	C	10	21	1	1,29	42	2	512
CR2-CR4	C	10	21	1	1,29	42	3	403
CR2-CR4	L	10	21	1	1,29	42	1	484
CR2-CR4	L	10	21	1	1,29	42	2	609
CR2-CR4	L	10	21	1	1,29	42	3	262
CR2-CR4	H	10	21	1	1,29	42	1	1119
CR2-CR4	H	10	21	1	1,29	42	2	1244
CR2-CR4	H	10	21	1	1,29	42	3	2170
CR2	C	10	21	1	1,29	43	1	1250
CR2	C	10	21	1	1,29	43	2	1248
CR2	C	10	21	1	1,29	43	3	734
CR2	L	10	21	1	1,29	43	1	180
CR2	L	10	21	1	1,29	43	2	640
