Strain	Bead	Day	Dilu	Trial	Count
CR4	L	33	3	1	74
CR4	L	33	3	2	86
CR4	L	33	3	3	156
CR4	H	33	3	1	36
CR4	H	33	3	2	11
CR4	H	33	3	3	12
CR2-CR4	C	33	3	1	64
CR2-CR4	C	33	3	2	112
CR2-CR4	C	33	3	3	57
CR2-CR4	L	33	3	1	102
CR2-CR4	L	33	3	2	100
CR2-CR4	L	33	3	3	140
CR2-CR4	H	33	3	1	0
CR2-CR4	H	33	3	2	44
CR2-CR4	H	33	3	3	45
CR2	C	34	3	1	63
CR2	C	34	3	2	56
CR2	C	34	3	3	0
CR2	L	34	3	1	56
CR2	L	34	3	2	60
CR2	L	34	3	3	76
CR2	H	34	3	1	36
CR2	H	34	3	2	0
CR2	H	34	3	3	46
CR4	C	34	3	1	114
CR4	C	34	3	2	24
CR4	C	34	3	3	31
CR4	L	34	3	1	74
CR4	L	34	3	2	80
CR4	L	34	3	3	156
CR4	H	34	3	1	19
CR4	H	34	3	2	19
CR4	H	34	3	3	10
CR2-CR4	C	34	3	1	90
CR2-CR4	C	34	3	2	90
CR2-CR4	C	34	3	3	76
CR2-CR4	L	34	3	1	134
CR2-CR4	L	34	3	2	90
CR2-CR4	L	34	3	3	64
CR2-CR4	H	34	3	1	0
CR2-CR4	H	34	3	2	58
CR2-CR4	H	34	3	3	50
CR2	C	35	3	1	80
CR2	C	35	3	2	53
CR2	C	35	3	3	1
CR2	L	35	3	1	80
CR2	L	35	3	2	88
CR2	L	35	3	3	80
CR2	H	35	3	1	34
CR2	H	35	3	2	0
CR2	H	35	3	3	40
CR4	C	35	3	1	150
CR4	C	35	3	2	27
CR4	C	35	3	3	37
CR4	L	35	3	1	110
CR4	L	35	3	2	90
CR4	L	35	3	3	148
CR4	H	35	3	1	27
CR4	H	35	3	2	22
CR4	H	35	3	3	8
CR2-CR4	C	35	3	1	120
CR2-CR4	C	35	3	2	94
CR2-CR4	C	35	3	3	106
CR2-CR4	L	35	3	1	130
CR2-CR4	L	35	3	2	98
CR2-CR4	L	35	3	3	40
CR2-CR4	H	35	3	1	0
CR2-CR4	H	35	3	2	51
CR2-CR4	H	35	3	3	51
CR2	C	36	3	1	48
CR2	C	36	3	2	44
CR2	C	36	3	3	1
CR2	L	36	3	1	74
CR2	L	36	3	2	64
CR2	L	36	3	3	60
CR2	H	36	3	1	26
CR2	H	36	3	2	0
CR2	H	36	3	3	36
CR4	C	36	3	1	164
CR4	C	36	3	2	19
CR4	C	36	3	3	43
CR4	L	36	3	1	104
CR4	L	36	3	2	98
CR4	L	36	3	3	124
CR4	H	36	3	1	21
CR4	H	36	3	2	30
CR4	H	36	3	3	14
CR2-CR4	C	36	3	1	122
CR2-CR4	C	36	3	2	114
CR2-CR4	C	36	3	3	110
CR2-CR4	L	36	3	1	102
CR2-CR4	L	36	3	2	96
CR2-CR4	L	36	3	3	45
CR2-CR4	H	36	3	1	0
CR2-CR4	H	36	3	2	48
CR2-CR4	H	36	3	3	51
CR2	C	37	3	1	48
CR2	C	37	3	2	51
CR2	C	37	3	3	2
CR2	L	37	3	1	86
CR2	L	37	3	2	68
CR2	L	37	3	3	74
CR2	H	37	3	1	32
CR2	H	37	3	2	0
CR2	H	37	3	3	34
CR4	C	37	3	1	136
CR4	C	37	3	2	23
CR4	C	37	3	3	68
CR4	L	37	3	1	58
CR4	L	37	3	2	72
CR4	L	37	3	3	80
CR4	H	37	3	1	19
CR4	H	37	3	2	16
CR4	H	37	3	3	16
CR2-CR4	C	37	3	1	84
CR2-CR4	C	37	3	2	84
CR2-CR4	C	37	3	3	98
CR2-CR4	L	37	3	1	94
CR2-CR4	L	37	3	2	70
CR2-CR4	L	37	3	3	54
CR2-CR4	H	37	3	1	0
CR2-CR4	H	37	3	2	35
CR2-CR4	H	37	3	3	42
CR2	C	38	3	1	65
CR2	C	38	3	2	49
CR2	C	38	3	3	0
CR2	L	38	3	1	58
CR2	L	38	3	2	50
CR2	L	38	3	3	70
CR2	H	38	3	1	27
CR2	H	38	3	2	0
CR2	H	38	3	3	36
CR4	C	38	3	1	84
CR4	C	38	3	2	25
CR4	C	38	3	3	75
CR4	L	38	3	1	78
CR4	L	38	3	2	64
CR4	L	38	3	3	68
CR4	H	38	3	1	23
CR4	H	38	3	2	14
CR4	H	38	3	3	38
CR2-CR4	C	38	3	1	58
CR2-CR4	C	38	3	2	52
CR2-CR4	C	38	3	3	88
CR2-CR4	L	38	3	1	80
CR2-CR4	L	38	3	2	70
CR2-CR4	L	38	3	3	50
CR2-CR4	H	38	3	1	0
CR2-CR4	H	38	3	2	46
CR2-CR4	H	38	3	3	50
CR2	C	39	3	1	52
CR2	C	39	3	2	52
CR2	C	39	3	3	0
CR2	L	39	3	1	60
CR2	L	39	3	2	76
CR2	L	39	3	3	48
CR2	H	39	3	1	36
CR2	H	39	3	2	0
CR2	H	39	3	3	44
CR4	C	39	3	1	54
CR4	C	39	3	2	32
CR4	C	39	3	3	81
CR4	L	39	3	1	80
CR4	L	39	3	2	56
CR4	L	39	3	3	76
CR4	H	39	3	1	20
CR4	H	39	3	2	11
CR4	H	39	3	3	16
CR2-CR4	C	39	3	1	78
CR2-CR4	C	39	3	2	84
CR2-CR4	C	39	3	3	106
CR2-CR4	L	39	3	1	56
CR2-CR4	L	39	3	2	70
CR2-CR4	L	39	3	3	60
CR2-CR4	H	39	3	1	0
CR2-CR4	H	39	3	2	58
CR2-CR4	H	39	3	3	44
CR2	C	40	3	1	38
CR2	C	40	3	2	38
CR2	C	40	3	3	0
CR2	L	40	3	1	68
CR2	L	40	3	2	72
CR2	L	40	3	3	54
CR2	H	40	3	1	34
CR2	H	40	3	2	0
CR2	H	40	3	3	40
CR4	C	40	3	1	56
CR4	C	40	3	2	30
CR4	C	40	3	3	98
CR4	L	40	3	1	90
CR4	L	40	3	2	80
CR4	L	40	3	3	78
CR4	H	40	3	1	21
CR4	H	40	3	2	10
CR4	H	40	3	3	16
CR2-CR4	C	40	3	1	68
CR2-CR4	C	40	3	2	90
CR2-CR4	C	40	3	3	92
CR2-CR4	L	40	3	1	58
CR2-CR4	L	40	3	2	68
CR2-CR4	L	40	3	3	94
CR2-CR4	H	40	3	1	0
CR2-CR4	H	40	3	2	70
CR2-CR4	H	40	3	3	37
CR2	C	41	3	1	32
CR2	C	41	3	2	35
CR2	C	41	3	3	0
CR2	L	41	3	1	58
CR2	L	41	3	2	52
CR2	L	41	3	3	44
CR2	H	41	3	1	38
CR2	H	41	3	2	0
CR2	H	41	3	3	40
CR4	C	41	3	1	78
CR4	C	41	3	2	41
CR4	C	41	3	3	110
CR4	L	41	3	1	83
CR4	L	41	3	2	96
CR4	L	41	3	3	82
CR4	H	41	3	1	15
CR4	H	41	3	2	16
CR4	H	41	3	3	22
CR2-CR4	C	41	3	1	114
CR2-CR4	C	41	3	2	68
CR2-CR4	C	41	3	3	96
CR2-CR4	L	41	3	1	68
CR2-CR4	L	41	3	2	78
CR2-CR4	L	41	3	3	86
CR2-CR4	H	41	3	1	0
CR2-CR4	H	41	3	2	56
CR2-CR4	H	41	3	3	38
CR2	C	42	3	1	35
CR2	C	42	3	2	26
CR2	C	42	3	3	0
CR2	L	42	3	1	58
CR2	L	42	3	2	40
CR2	L	42	3	3	46
CR2	H	42	3	1	24
CR2	H	42	3	2	0
CR2	H	42	3	3	32
CR4	C	42	3	1	53
CR4	C	42	3	2	42
CR4	C	42	3	3	95
CR4	L	42	3	1	72
CR4	L	42	3	2	93
CR4	L	42	3	3	71
CR4	H	42	3	1	18
CR4	H	42	3	2	19
CR4	H	42	3	3	8
CR2-CR4	C	42	3	1	80
CR2-CR4	C	42	3	2	102
CR2-CR4	C	42	3	3	102
CR2-CR4	L	42	3	1	58
CR2-CR4	L	42	3	2	64
CR2-CR4	L	42	3	3	67
CR2-CR4	H	42	3	1	0
CR2-CR4	H	42	3	2	50
CR2-CR4	H	42	3	3	33
CR2	C	43	3	1	46
CR2	C	43	3	2	29
CR2	C	43	3	3	0
CR2	L	43	3	1	52
CR2	L	43	3	2	40
CR2	L	43	3	3	40
CR2	H	43	3	1	30
CR2	H	43	3	2	0
CR2	H	43	3	3	38
CR4	C	43	3	1	48
CR4	C	43	3	2	48
CR4	C	43	3	3	122
CR4	L	43	3	1	70
CR4	L	43	3	2	70
CR4	L	43	3	3	85
CR4	H	43	3	1	10
CR4	H	43	3	2	22
CR4	H	43	3	3	8
CR2-CR4	C	43	3	1	92
CR2-CR4	C	43	3	2	104
CR2-CR4	C	43	3	3	102
CR2-CR4	L	43	3	1	53
CR2-CR4	L	43	3	2	62
CR2-CR4	L	43	3	3	71
CR2-CR4	H	43	3	1	0
CR2-CR4	H	43	3	2	45
CR2-CR4	H	43	3	3	30
CR2	C	44	3	1	39
CR2	C	44	3	2	28
CR2	C	44	3	3	0
CR2	L	44	3	1	40
CR2	L	44	3	2	40
CR2	L	44	3	3	42
CR2	H	44	3	1	28
CR2	H	44	3	2	0
CR2	H	44	3	3	42
CR4	C	44	3	1	56
CR4	C	44	3	2	55
CR4	C	44	3	3	108
CR4	L	44	3	1	74
CR4	L	44	3	2	62
CR4	L	44	3	3	85
CR4	H	44	3	1	5
CR4	H	44	3	2	30
CR4	H	44	3	3	20
CR2-CR4	C	44	3	1	60
CR2-CR4	C	44	3	2	90
CR2-CR4	C	44	3	3	104
CR2-CR4	L	44	3	1	56
CR2-CR4	L	44	3	2	87
CR2-CR4	L	44	3	3	72
CR2-CR4	H	44	3	1	0
CR2-CR4	H	44	3	2	34
CR2-CR4	H	44	3	3	27
CR2	C	45	3	1	29
CR2	C	45	3	2	23
CR2	C	45	3	3	0
CR2	L	45	3	1	58
CR2	L	45	3	2	36
CR2	L	45	3	3	46
CR2	H	45	3	1	36
CR2	H	45	3	2	0
CR2	H	45	3	3	43
CR4	C	45	3	1	62
CR4	C	45	3	2	69
CR4	C	45	3	3	96
CR4	L	45	3	1	88
CR4	L	45	3	2	78
CR4	L	45	3	3	92
CR4	H	45	3	1	18
CR4	H	45	3	2	45
CR4	H	45	3	3	18
CR2-CR4	C	45	3	1	78
CR2-CR4	C	45	3	2	78
CR2-CR4	C	45	3	3	122
CR2-CR4	L	45	3	1	76
CR2-CR4	L	45	3	2	112
CR2-CR4	L	45	3	3	76
CR2-CR4	H	45	3	1	0
CR2-CR4	H	45	3	2	49
CR2-CR4	H	45	3	3	31
CR2	C	46	3	1	24
CR2	C	46	3	2	18
CR2	C	46	3	3	0
CR2	L	46	3	1	50
CR2	L	46	3	2	30
CR2	L	46	3	3	52
CR2	H	46	3	1	40
CR2	H	46	3	2	0
CR2	H	46	3	3	48
CR4	C	46	3	1	75
CR4	C	46	3	2	73
CR4	C	46	3	3	74
CR4	L	46	3	1	76
CR4	L	46	3	2	84
CR4	L	46	3	3	108
CR4	H	46	3	1	18
CR4	H	46	3	2	99
CR4	H	46	3	3	24
CR2-CR4	C	46	3	1	121
CR2-CR4	C	46	3	2	79
CR2-CR4	C	46	3	3	100
CR2-CR4	L	46	3	1	116
CR2-CR4	L	46	3	2	86
CR2-CR4	L	46	3	3	62
CR2-CR4	H	46	3	1	0
CR2-CR4	H	46	3	2	51
CR2-CR4	H	46	3	3	27
CR2	C	47	3	1	34
CR2	C	47	3	2	20
CR2	C	47	3	3	0
CR2	L	47	3	1	54
CR2	L	47	3	2	36
CR2	L	47	3	3	50
CR2	H	47	3	1	44
CR2	H	47	3	2	0
CR2	H	47	3	3	43
CR4	C	47	3	1	99
CR4	C	47	3	2	71
CR4	C	47	3	3	67
CR4	L	47	3	1	79
CR4	L	47	3	2	79
CR4	L	47	3	3	82
CR4	H	47	3	1	16
CR4	H	47	3	2	83
CR4	H	47	3	3	18
CR2-CR4	C	47	3	1	92
CR2-CR4	C	47	3	2	66
CR2-CR4	C	47	3	3	94
CR2-CR4	L	47	3	1	86
CR2-CR4	L	47	3	2	74
CR2-CR4	L	47	3	3	62
CR2-CR4	H	47	3	1	0
CR2-CR4	H	47	3	2	50
CR2-CR4	H	47	3	3	31
CR2	C	48	3	1	38
CR2	C	48	3	2	16
CR2	C	48	3	3	0
CR2	L	48	3	1	34
CR2	L	48	3	2	32
CR2	L	48	3	3	42
CR2	H	48	3	1	37
CR2	H	48	3	2	0
CR2	H	48	3	3	39
CR4	C	48	3	1	160
CR4	C	48	3	2	81
CR4	C	48	3	3	75
CR4	L	48	3	1	82
CR4	L	48	3	2	95
CR4	L	48	3	3	96
CR4	H	48	3	1	27
CR4	H	48	3	2	82
CR4	H	48	3	3	36
CR2-CR4	C	48	3	1	94
CR2-CR4	C	48	3	2	76
CR2-CR4	C	48	3	3	136
CR2-CR4	L	48	3	1	71
CR2-CR4	L	48	3	2	86
CR2-CR4	L	48	3	3	60
CR2-CR4	H	48	3	1	0
CR2-CR4	H	48	3	2	37
CR2-CR4	H	48	3	3	39
CR2	C	49	3	1	32
CR2	C	49	3	2	20
CR2	C	49	3	3	0
CR2	L	49	3	1	46
CR2	L	49	3	2	34
CR2	L	49	3	3	34
CR2	H	49	3	1	36
CR2	H	49	3	2	0
CR2	H	49	3	3	42
CR4	C	49	3	1	86
CR4	C	49	3	2	86
CR4	C	49	3	3	58
CR4	L	49	3	1	68
CR4	L	49	3	2	85
CR4	L	49	3	3	80
CR4	H	49	3	1	19
CR4	H	49	3	2	76
CR4	H	49	3	3	22
CR2-CR4	C	49	3	1	106
CR2-CR4	C	49	3	2	92
CR2-CR4	C	49	3	3	96
CR2-CR4	L	49	3	1	74
CR2-CR4	L	49	3	2	72
CR2-CR4	L	49	3	3	74
CR2-CR4	H	49	3	1	0
CR2-CR4	H	49	3	2	35
CR2-CR4	H	49	3	3	37
CR2	C	50	3	1	32
CR2	C	50	3	2	24
CR2	C	50	3	3	0
CR2	L	50	3	1	42
CR2	L	50	3	2	32
CR2	L	50	3	3	46
CR2	H	50	3	1	28
CR2	H	50	3	2	0
CR2	H	50	3	3	42
CR4	C	50	3	1	75
CR4	C	50	3	2	88
CR4	C	50	3	3	56
CR4	L	50	3	1	72
CR4	L	50	3	2	82
CR4	L	50	3	3	72
CR4	H	50	3	1	29
CR4	H	50	3	2	77
CR4	H	50	3	3	16
CR2-CR4	C	50	3	1	80
CR2-CR4	C	50	3	2	87
CR2-CR4	C	50	3	3	110
CR2-CR4	L	50	3	1	67
CR2-CR4	L	50	3	2	70
CR2-CR4	L	50	3	3	70
CR2-CR4	H	50	3	1	0
CR2-CR4	H	50	3	2	29
CR2-CR4	H	50	3	3	34
