Strain	Bead	Volu	Site	Dilu	Cove	Day	Trial	Cells
CR7-CR4	C	5	21	2	1,29	11	2	238
CR7-CR4	C	5	21	2	1,29	11	3	49
CR7-CR4	L	5	21	2	1,29	11	1	154
CR7-CR4	L	5	21	2	1,29	11	2	109
CR7-CR4	L	5	21	2	1,29	11	3	119
CR7-CR4	M	5	21	2	1,29	11	1	2239
CR7-CR4	M	5	21	2	1,29	11	2	1187
CR7-CR4	M	5	21	2	1,29	11	3	2046
CR7-CR4	H	5	21	2	1,29	11	1	2325
CR7-CR4	H	5	21	2	1,29	11	2	2374
CR7-CR4	H	5	21	2	1,29	11	3	2235
CR2	C	5	21	2	1,29	12	1	176
CR2	C	5	21	2	1,29	12	2	184
CR2	C	5	21	2	1,29	12	3	186
CR2	L	5	21	2	1,29	12	1	168
CR2	L	5	21	2	1,29	12	2	466
CR2	L	5	21	2	1,29	12	3	250
CR2	M	5	21	2	1,29	12	1	1151
CR2	M	5	21	2	1,29	12	2	1064
CR2	M	5	21	2	1,29	12	3	1148
CR2	H	5	21	2	1,29	12	1	1279
CR2	H	5	21	2	1,29	12	2	1151
CR2	H	5	21	2	1,29	12	3	1163
CR4	C	5	21	2	1,29	12	1	295
CR4	C	5	21	2	1,29	12	2	371
CR4	C	5	21	2	1,29	12	3	233
CR4	L	5	21	2	1,29	12	1	382
CR4	L	5	21	2	1,29	12	2	349
CR4	L	5	21	2	1,29	12	3	235
CR4	M	5	21	2	1,29	12	1	2808
CR4	M	5	21	2	1,29	12	2	493
CR4	M	5	21	2	1,29	12	3	3320
CR4	H	5	21	2	1,29	12	1	2670
CR4	H	5	21	2	1,29	12	2	2978
CR4	H	5	21	2	1,29	12	3	2950
CR2-CR4	C	5	21	2	1,29	12	1	192
CR2-CR4	C	5	21	2	1,29	12	2	178
CR2-CR4	C	5	21	2	1,29	12	3	180
CR2-CR4	L	5	21	2	1,29	12	1	231
CR2-CR4	L	5	21	2	1,29	12	2	247
CR2-CR4	L	5	21	2	1,29	12	3	198
CR2-CR4	M	5	21	2	1,29	12	1	136
CR2-CR4	M	5	21	2	1,29	12	2	273
CR2-CR4	M	5	21	2	1,29	12	3	313
CR2-CR4	H	5	21	2	1,29	12	1	2624
CR2-CR4	H	5	21	2	1,29	12	2	2849
CR2-CR4	H	5	21	2	1,29	12	3	2422
CR7-CR4	C	5	21	2	1,29	12	1	330
CR7-CR4	C	5	21	2	1,29	12	2	442
CR7-CR4	C	5	21	2	1,29	12	3	164
CR7-CR4	L	5	21	2	1,29	12	1	190
CR7-CR4	L	5	21	2	1,29	12	2	214
CR7-CR4	L	5	21	2	1,29	12	3	203
CR7-CR4	M	5	21	2	1,29	12	1	1982
CR7-CR4	M	5	21	2	1,29	12	2	714
CR7-CR4	M	5	21	2	1,29	12	3	1806
CR7-CR4	H	5	21	2	1,29	12	1	2450
CR7-CR4	H	5	21	2	1,29	12	2	2353
CR7-CR4	H	5	21	2	1,29	12	3	2391
CR2	C	5	21	2	1,29	13	1	123
CR2	C	5	21	2	1,29	13	2	125
CR2	C	5	21	2	1,29	13	3	98
CR2	L	5	21	2	1,29	13	1	140
CR2	L	5	21	2	1,29	13	2	332
CR2	L	5	21	2	1,29	13	3	210
CR2	M	5	21	2	1,29	13	1	1047
CR2	M	5	21	2	1,29	13	2	941
CR2	M	5	21	2	1,29	13	3	715
CR2	H	5	21	2	1,29	13	1	1368
CR2	H	5	21	2	1,29	13	2	1263
CR2	H	5	21	2	1,29	13	3	1472
CR4	C	5	21	2	1,29	13	1	196
CR4	C	5	21	2	1,29	13	2	276
CR4	C	5	21	2	1,29	13	3	286
CR4	L	5	21	2	1,29	13	1	380
CR4	L	5	21	2	1,29	13	2	368
CR4	L	5	21	2	1,29	13	3	276
CR4	M	5	21	2	1,29	13	1	2110
CR4	M	5	21	2	1,29	13	2	207
CR4	M	5	21	2	1,29	13	3	3048
CR4	H	5	21	2	1,29	13	1	3140
CR4	H	5	21	2	1,29	13	2	3300
CR4	H	5	21	2	1,29	13	3	3265
CR2-CR4	C	5	21	2	1,29	13	1	162
CR2-CR4	C	5	21	2	1,29	13	2	216
CR2-CR4	C	5	21	2	1,29	13	3	141
CR2-CR4	L	5	21	2	1,29	13	1	247
CR2-CR4	L	5	21	2	1,29	13	2	276
CR2-CR4	L	5	21	2	1,29	13	3	293
CR2-CR4	M	5	21	2	1,29	13	1	133
CR2-CR4	M	5	21	2	1,29	13	2	313
CR2-CR4	M	5	21	2	1,29	13	3	294
CR2-CR4	H	5	21	2	1,29	13	1	2727
CR2-CR4	H	5	21	2	1,29	13	2	2736
CR2-CR4	H	5	21	2	1,29	13	3	2482
CR7-CR4	C	5	21	2	1,29	13	1	393
CR7-CR4	C	5	21	2	1,29	13	2	555
CR7-CR4	C	5	21	2	1,29	13	3	356
CR7-CR4	L	5	21	2	1,29	13	1	318
CR7-CR4	L	5	21	2	1,29	13	2	365
CR7-CR4	L	5	21	2	1,29	13	3	367
CR7-CR4	M	5	21	2	1,29	13	1	1460
CR7-CR4	M	5	21	2	1,29	13	2	378
CR7-CR4	M	5	21	2	1,29	13	3	1477
CR7-CR4	H	5	21	2	1,29	13	1	2616
CR7-CR4	H	5	21	2	1,29	13	2	2298
CR7-CR4	H	5	21	2	1,29	13	3	2392
CR2	C	5	21	2	1,29	14	1	93
CR2	C	5	21	2	1,29	14	2	146
CR2	C	5	21	2	1,29	14	3	91
CR2	L	5	21	2	1,29	14	1	152
CR2	L	5	21	2	1,29	14	2	298
CR2	L	5	21	2	1,29	14	3	233
CR2	M	5	21	2	1,29	14	1	773
CR2	M	5	21	2	1,29	14	2	808
CR2	M	5	21	2	1,29	14	3	403
CR2	H	5	21	2	1,29	14	1	1215
CR2	H	5	21	2	1,29	14	2	977
CR2	H	5	21	2	1,29	14	3	1314
CR4	C	5	21	2	1,29	14	1	197
CR4	C	5	21	2	1,29	14	2	268
CR4	C	5	21	2	1,29	14	3	246
CR4	L	5	21	2	1,29	14	1	498
CR4	L	5	21	2	1,29	14	2	477
CR4	L	5	21	2	1,29	14	3	257
CR4	M	5	21	2	1,29	14	1	1195
CR4	M	5	21	2	1,29	14	2	288
CR4	M	5	21	2	1,29	14	3	2314
CR4	H	5	21	2	1,29	14	1	3240
CR4	H	5	21	2	1,29	14	2	2979
CR4	H	5	21	2	1,29	14	3	3288
CR2-CR4	C	5	21	2	1,29	14	1	171
CR2-CR4	C	5	21	2	1,29	14	2	139
CR2-CR4	C	5	21	2	1,29	14	3	111
CR2-CR4	L	5	21	2	1,29	14	1	307
CR2-CR4	L	5	21	2	1,29	14	2	306
CR2-CR4	L	5	21	2	1,29	14	3	243
CR2-CR4	M	5	21	2	1,29	14	1	184
CR2-CR4	M	5	21	2	1,29	14	2	357
CR2-CR4	M	5	21	2	1,29	14	3	298
CR2-CR4	H	5	21	2	1,29	14	1	2653
CR2-CR4	H	5	21	2	1,29	14	2	2577
CR2-CR4	H	5	21	2	1,29	14	3	2298
CR7-CR4	C	5	21	2	1,29	14	1	250
CR7-CR4	C	5	21	2	1,29	14	2	342
CR7-CR4	C	5	21	2	1,29	14	3	276
CR7-CR4	L	5	21	2	1,29	14	1	332
CR7-CR4	L	5	21	2	1,29	14	2	342
CR7-CR4	L	5	21	2	1,29	14	3	374
CR7-CR4	M	5	21	2	1,29	14	1	764
CR7-CR4	M	5	21	2	1,29	14	2	304
CR7-CR4	M	5	21	2	1,29	14	3	895
CR7-CR4	H	5	21	2	1,29	14	1	2646
CR7-CR4	H	5	21	2	1,29	14	2	2076
CR7-CR4	H	5	21	2	1,29	14	3	2342
CR2	C	5	21	2	1,29	15	1	92
CR2	C	5	21	2	1,29	15	2	143
CR2	C	5	21	2	1,29	15	3	122
CR2	L	5	21	2	1,29	15	1	180
CR2	L	5	21	2	1,29	15	2	237
CR2	L	5	21	2	1,29	15	3	246
CR2	M	5	21	2	1,29	15	1	786
CR2	M	5	21	2	1,29	15	2	914
CR2	M	5	21	2	1,29	15	3	363
CR2	H	5	21	2	1,29	15	1	1299
CR2	H	5	21	2	1,29	15	2	1193
CR2	H	5	21	2	1,29	15	3	1305
CR4	C	5	21	2	1,29	15	1	253
CR4	C	5	21	2	1,29	15	2	266
CR4	C	5	21	2	1,29	15	3	286
CR4	L	5	21	2	1,29	15	1	551
CR4	L	5	21	2	1,29	15	2	547
CR4	L	5	21	2	1,29	15	3	471
CR4	M	5	21	2	1,29	15	1	390
CR4	M	5	21	2	1,29	15	2	344
CR4	M	5	21	2	1,29	15	3	1470
CR4	H	5	21	2	1,29	15	1	3170
CR4	H	5	21	2	1,29	15	2	2912
CR4	H	5	21	2	1,29	15	3	3369
CR2-CR4	C	5	21	2	1,29	15	1	196
CR2-CR4	C	5	21	2	1,29	15	2	165
CR2-CR4	C	5	21	2	1,29	15	3	137
CR2-CR4	L	5	21	2	1,29	15	1	288
CR2-CR4	L	5	21	2	1,29	15	2	294
CR2-CR4	L	5	21	2	1,29	15	3	266
CR2-CR4	M	5	21	2	1,29	15	1	229
CR2-CR4	M	5	21	2	1,29	15	2	401
CR2-CR4	M	5	21	2	1,29	15	3	370
CR2-CR4	H	5	21	2	1,29	15	1	2498
CR2-CR4	H	5	21	2	1,29	15	2	2537
CR2-CR4	H	5	21	2	1,29	15	3	2353
CR7-CR4	C	5	21	2	1,29	15	1	215
CR7-CR4	C	5	21	2	1,29	15	2	234
CR7-CR4	C	5	21	2	1,29	15	3	302
CR7-CR4	L	5	21	2	1,29	15	1	376
CR7-CR4	L	5	21	2	1,29	15	2	368
CR7-CR4	L	5	21	2	1,29	15	3	347
CR7-CR4	M	5	21	2	1,29	15	1	374
CR7-CR4	M	5	21	2	1,29	15	2	283
CR7-CR4	M	5	21	2	1,29	15	3	442
CR7-CR4	H	5	21	2	1,29	15	1	2343
CR7-CR4	H	5	21	2	1,29	15	2	2265
CR7-CR4	H	5	21	2	1,29	15	3	2304
CR2	C	5	21	2	1,29	16	1	157
CR2	C	5	21	2	1,29	16	2	183
CR2	C	5	21	2	1,29	16	3	183
CR2	L	5	21	2	1,29	16	1	310
CR2	L	5	21	2	1,29	16	2	283
CR2	L	5	21	2	1,29	16	3	297
CR2	M	5	21	2	1,29	16	1	766
CR2	M	5	21	2	1,29	16	2	800
CR2	M	5	21	2	1,29	16	3	392
CR2	H	5	21	2	1,29	16	1	1254
CR2	H	5	21	2	1,29	16	2	1082
CR2	H	5	21	2	1,29	16	3	1145
CR4	C	5	21	2	1,29	16	1	320
CR4	C	5	21	2	1,29	16	2	335
CR4	C	5	21	2	1,29	16	3	417
CR4	L	5	21	2	1,29	16	1	731
CR4	L	5	21	2	1,29	16	2	731
CR4	L	5	21	2	1,29	16	3	589
CR4	M	5	21	2	1,29	16	1	297
CR4	M	5	21	2	1,29	16	2	513
CR4	M	5	21	2	1,29	16	3	569
CR4	H	5	21	2	1,29	16	1	2999
CR4	H	5	21	2	1,29	16	2	3010
CR4	H	5	21	2	1,29	16	3	3257
CR2-CR4	C	5	21	2	1,29	16	1	238
CR2-CR4	C	5	21	2	1,29	16	2	272
CR2-CR4	C	5	21	2	1,29	16	3	216
CR2-CR4	L	5	21	2	1,29	16	1	365
CR2-CR4	L	5	21	2	1,29	16	2	390
CR2-CR4	L	5	21	2	1,29	16	3	372
CR2-CR4	M	5	21	2	1,29	16	1	336
CR2-CR4	M	5	21	2	1,29	16	2	448
CR2-CR4	M	5	21	2	1,29	16	3	437
CR2-CR4	H	5	21	2	1,29	16	1	2328
CR2-CR4	H	5	21	2	1,29	16	2	2336
CR2-CR4	H	5	21	2	1,29	16	3	2396
CR7-CR4	C	5	21	2	1,29	16	1	302
CR7-CR4	C	5	21	2	1,29	16	2	242
CR7-CR4	C	5	21	2	1,29	16	3	340
CR7-CR4	L	5	21	2	1,29	16	1	429
CR7-CR4	L	5	21	2	1,29	16	2	311
CR7-CR4	L	5	21	2	1,29	16	3	466
CR7-CR4	M	5	21	2	1,29	16	1	295
CR7-CR4	M	5	21	2	1,29	16	2	390
CR7-CR4	M	5	21	2	1,29	16	3	322
CR7-CR4	H	5	21	2	1,29	16	1	2584
CR7-CR4	H	5	21	2	1,29	16	2	2400
CR7-CR4	H	5	21	2	1,29	16	3	2447
CR2	C	5	21	2	1,29	17	1	165
CR2	C	5	21	2	1,29	17	2	151
CR2	C	5	21	2	1,29	17	3	171
CR2	L	5	21	2	1,29	17	1	462
CR2	L	5	21	2	1,29	17	2	235
CR2	L	5	21	2	1,29	17	3	239
CR2	M	5	21	2	1,29	17	1	608
CR2	M	5	21	2	1,29	17	2	718
CR2	M	5	21	2	1,29	17	3	320
CR2	H	5	21	2	1,29	17	1	1015
CR2	H	5	21	2	1,29	17	2	1094
CR2	H	5	21	2	1,29	17	3	1278
CR4	C	5	21	2	1,29	17	1	368
CR4	C	5	21	2	1,29	17	2	327
CR4	C	5	21	2	1,29	17	3	421
CR4	L	5	21	2	1,29	17	1	703
CR4	L	5	21	2	1,29	17	2	609
CR4	L	5	21	2	1,29	17	3	586
CR4	M	5	21	2	1,29	17	1	277
CR4	M	5	21	2	1,29	17	2	480
CR4	M	5	21	2	1,29	17	3	293
CR4	H	5	21	2	1,29	17	1	2901
CR4	H	5	21	2	1,29	17	2	2913
CR4	H	5	21	2	1,29	17	3	3173
CR2-CR4	C	5	21	2	1,29	17	1	181
CR2-CR4	C	5	21	2	1,29	17	2	178
CR2-CR4	C	5	21	2	1,29	17	3	172
CR2-CR4	L	5	21	2	1,29	17	1	332
CR2-CR4	L	5	21	2	1,29	17	2	384
CR2-CR4	L	5	21	2	1,29	17	3	429
CR2-CR4	M	5	21	2	1,29	17	1	380
CR2-CR4	M	5	21	2	1,29	17	2	471
CR2-CR4	M	5	21	2	1,29	17	3	365
CR2-CR4	H	5	21	2	1,29	17	1	2431
CR2-CR4	H	5	21	2	1,29	17	2	2380
CR2-CR4	H	5	21	2	1,29	17	3	2396
CR7-CR4	C	5	21	2	1,29	17	1	253
CR7-CR4	C	5	21	2	1,29	17	2	234
CR7-CR4	C	5	21	2	1,29	17	3	266
CR7-CR4	L	5	21	2	1,29	17	1	434
CR7-CR4	L	5	21	2	1,29	17	2	295
CR7-CR4	L	5	21	2	1,29	17	3	342
CR7-CR4	M	5	21	2	1,29	17	1	274
CR7-CR4	M	5	21	2	1,29	17	2	312
CR7-CR4	M	5	21	2	1,29	17	3	262
CR7-CR4	H	5	21	2	1,29	17	1	2561
CR7-CR4	H	5	21	2	1,29	17	2	2481
CR7-CR4	H	5	21	2	1,29	17	3	2514
CR2	C	5	21	2	1,29	18	1	143
CR2	C	5	21	2	1,29	18	2	179
CR2	C	5	21	2	1,29	18	3	198
CR2	L	5	21	2	1,29	18	1	557
CR2	L	5	21	2	1,29	18	2	258
CR2	L	5	21	2	1,29	18	3	246
CR2	M	5	21	2	1,29	18	1	504
CR2	M	5	21	2	1,29	18	2	774
CR2	M	5	21	2	1,29	18	3	304
CR2	H	5	21	2	1,29	18	1	802
CR2	H	5	21	2	1,29	18	2	1026
CR2	H	5	21	2	1,29	18	3	1183
CR4	C	5	21	2	1,29	18	1	439
CR4	C	5	21	2	1,29	18	2	381
CR4	C	5	21	2	1,29	18	3	340
CR4	L	5	21	2	1,29	18	1	766
CR4	L	5	21	2	1,29	18	2	729
CR4	L	5	21	2	1,29	18	3	707
CR4	M	5	21	2	1,29	18	1	422
CR4	M	5	21	2	1,29	18	2	683
CR4	M	5	21	2	1,29	18	3	296
CR4	H	5	21	2	1,29	18	1	2940
CR4	H	5	21	2	1,29	18	2	3032
CR4	H	5	21	2	1,29	18	3	3181
CR2-CR4	C	5	21	2	1,29	18	1	204
CR2-CR4	C	5	21	2	1,29	18	2	203
CR2-CR4	C	5	21	2	1,29	18	3	200
CR2-CR4	L	5	21	2	1,29	18	1	297
CR2-CR4	L	5	21	2	1,29	18	2	364
CR2-CR4	L	5	21	2	1,29	18	3	419
CR2-CR4	M	5	21	2	1,29	18	1	460
CR2-CR4	M	5	21	2	1,29	18	2	500
CR2-CR4	M	5	21	2	1,29	18	3	554
CR2-CR4	H	5	21	2	1,29	18	1	2385
CR2-CR4	H	5	21	2	1,29	18	2	2280
CR2-CR4	H	5	21	2	1,29	18	3	2403
CR7-CR4	C	5	21	2	1,29	18	1	363
CR7-CR4	C	5	21	2	1,29	18	2	232
CR7-CR4	C	5	21	2	1,29	18	3	271
CR7-CR4	L	5	21	2	1,29	18	1	396
CR7-CR4	L	5	21	2	1,29	18	2	327
CR7-CR4	L	5	21	2	1,29	18	3	422
CR7-CR4	M	5	21	2	1,29	18	1	438
CR7-CR4	M	5	21	2	1,29	18	2	549
CR7-CR4	M	5	21	2	1,29	18	3	212
CR7-CR4	H	5	21	2	1,29	18	1	2610
CR7-CR4	H	5	21	2	1,29	18	2	2430
CR7-CR4	H	5	21	2	1,29	18	3	2494
CR2	C	5	21	2	1,29	19	1	101
CR2	C	5	21	2	1,29	19	2	147
CR2	C	5	21	2	1,29	19	3	175
CR2	L	5	21	2	1,29	19	1	356
CR2	L	5	21	2	1,29	19	2	248
CR2	L	5	21	2	1,29	19	3	201
CR2	M	5	21	2	1,29	19	1	304
CR2	M	5	21	2	1,29	19	2	549
CR2	M	5	21	2	1,29	19	3	203
CR2	H	5	21	2	1,29	19	1	570
CR2	H	5	21	2	1,29	19	2	738
CR2	H	5	21	2	1,29	19	3	848
CR4	C	5	21	2	1,29	19	1	288
CR4	C	5	21	2	1,29	19	2	238
CR4	C	5	21	2	1,29	19	3	292
CR4	L	5	21	2	1,29	19	1	601
CR4	L	5	21	2	1,29	19	2	636
CR4	L	5	21	2	1,29	19	3	570
CR4	M	5	21	2	1,29	19	1	331
CR4	M	5	21	2	1,29	19	2	508
CR4	M	5	21	2	1,29	19	3	259
CR4	H	5	21	2	1,29	19	1	3019
CR4	H	5	21	2	1,29	19	2	3055
CR4	H	5	21	2	1,29	19	3	2912
CR2-CR4	C	5	21	2	1,29	19	1	159
CR2-CR4	C	5	21	2	1,29	19	2	130
CR2-CR4	C	5	21	2	1,29	19	3	139
CR2-CR4	L	5	21	2	1,29	19	1	279
CR2-CR4	L	5	21	2	1,29	19	2	324
CR2-CR4	L	5	21	2	1,29	19	3	366
CR2-CR4	M	5	21	2	1,29	19	1	352
CR2-CR4	M	5	21	2	1,29	19	2	357
CR2-CR4	M	5	21	2	1,29	19	3	374
CR2-CR4	H	5	21	2	1,29	19	1	2021
CR2-CR4	H	5	21	2	1,29	19	2	1950
CR2-CR4	H	5	21	2	1,29	19	3	2350
CR7-CR4	C	5	21	2	1,29	19	1	197
CR7-CR4	C	5	21	2	1,29	19	2	213
CR7-CR4	C	5	21	2	1,29	19	3	202
CR7-CR4	L	5	21	2	1,29	19	1	284
CR7-CR4	L	5	21	2	1,29	19	2	215
CR7-CR4	L	5	21	2	1,29	19	3	258
CR7-CR4	M	5	21	2	1,29	19	1	280
CR7-CR4	M	5	21	2	1,29	19	2	314
CR7-CR4	M	5	21	2	1,29	19	3	225
CR7-CR4	H	5	21	2	1,29	19	1	2215
CR7-CR4	H	5	21	2	1,29	19	2	2100
CR7-CR4	H	5	21	2	1,29	19	3	2341
CR2	C	5	21	2	1,29	20	1	136
CR2	C	5	21	2	1,29	20	2	173
CR2	C	5	21	2	1,29	20	3	170
CR2	L	5	21	2	1,29	20	1	429
CR2	L	5	21	2	1,29	20	2	277
CR2	L	5	21	2	1,29	20	3	241
CR2	M	5	21	2	1,29	20	1	330
CR2	M	5	21	2	1,29	20	2	787
CR2	M	5	21	2	1,29	20	3	230
CR2	H	5	21	2	1,29	20	1	763
CR2	H	5	21	2	1,29	20	2	1054
CR2	H	5	21	2	1,29	20	3	1067
CR4	C	5	21	2	1,29	20	1	440
CR4	C	5	21	2	1,29	20	2	348
CR4	C	5	21	2	1,29	20	3	344
CR4	L	5	21	2	1,29	20	1	717
CR4	L	5	21	2	1,29	20	2	750
CR4	L	5	21	2	1,29	20	3	664
CR4	M	5	21	2	1,29	20	1	438
CR4	M	5	21	2	1,29	20	2	914
CR4	M	5	21	2	1,29	20	3	367
CR4	H	5	21	2	1,29	20	1	3335
CR4	H	5	21	2	1,29	20	2	3454
CR4	H	5	21	2	1,29	20	3	3330
CR2-CR4	C	5	21	2	1,29	20	1	212
CR2-CR4	C	5	21	2	1,29	20	2	229
CR2-CR4	C	5	21	2	1,29	20	3	185
CR2-CR4	L	5	21	2	1,29	20	1	313
CR2-CR4	L	5	21	2	1,29	20	2	409
CR2-CR4	L	5	21	2	1,29	20	3	417
CR2-CR4	M	5	21	2	1,29	20	1	467
CR2-CR4	M	5	21	2	1,29	20	2	459
CR2-CR4	M	5	21	2	1,29	20	3	507
CR2-CR4	H	5	21	2	1,29	20	1	2332
CR2-CR4	H	5	21	2	1,29	20	2	2223
CR2-CR4	H	5	21	2	1,29	20	3	2449
CR7-CR4	C	5	21	2	1,29	20	1	246
CR7-CR4	C	5	21	2	1,29	20	2	423
CR7-CR4	C	5	21	2	1,29	20	3	279
CR7-CR4	L	5	21	2	1,29	20	1	383
CR7-CR4	L	5	21	2	1,29	20	2	328
CR7-CR4	L	5	21	2	1,29	20	3	397
CR7-CR4	M	5	21	2	1,29	20	1	520
CR7-CR4	M	5	21	2	1,29	20	2	481
CR7-CR4	M	5	21	2	1,29	20	3	409
CR7-CR4	H	5	21	2	1,29	20	1	2775
CR7-CR4	H	5	21	2	1,29	20	2	2624
CR7-CR4	H	5	21	2	1,29	20	3	2672
CR2	C	5	21	2	1,29	21	1	140
CR2	C	5	21	2	1,29	21	2	136
CR2	C	5	21	2	1,29	21	3	186
CR2	L	5	21	2	1,29	21	1	268
CR2	L	5	21	2	1,29	21	2	249
CR2	L	5	21	2	1,29	21	3	207
CR2	M	5	21	2	1,29	21	1	308
CR2	M	5	21	2	1,29	21	2	725
CR2	M	5	21	2	1,29	21	3	271
CR2	H	5	21	2	1,29	21	1	614
CR2	H	5	21	2	1,29	21	2	848
CR2	H	5	21	2	1,29	21	3	841
CR4	C	5	21	2	1,29	21	1	319
CR4	C	5	21	2	1,29	21	2	258
CR4	C	5	21	2	1,29	21	3	247
CR4	L	5	21	2	1,29	21	1	625
CR4	L	5	21	2	1,29	21	2	777
CR4	L	5	21	2	1,29	21	3	635
CR4	M	5	21	2	1,29	21	1	579
CR4	M	5	21	2	1,29	21	2	1034
CR4	M	5	21	2	1,29	21	3	625
CR4	H	5	21	2	1,29	21	1	3175
CR4	H	5	21	2	1,29	21	2	3150
CR4	H	5	21	2	1,29	21	3	3137
CR2-CR4	C	5	21	2	1,29	21	1	219
CR2-CR4	C	5	21	2	1,29	21	2	202
CR2-CR4	C	5	21	2	1,29	21	3	188
CR2-CR4	L	5	21	2	1,29	21	1	378
CR2-CR4	L	5	21	2	1,29	21	2	380
CR2-CR4	L	5	21	2	1,29	21	3	346
CR2-CR4	M	5	21	2	1,29	21	1	405
CR2-CR4	M	5	21	2	1,29	21	2	480
CR2-CR4	M	5	21	2	1,29	21	3	520
CR2-CR4	H	5	21	2	1,29	21	1	2238
CR2-CR4	H	5	21	2	1,29	21	2	2160
CR2-CR4	H	5	21	2	1,29	21	3	2378
CR7-CR4	C	5	21	2	1,29	21	1	335
CR7-CR4	C	5	21	2	1,29	21	2	317
CR7-CR4	C	5	21	2	1,29	21	3	220
CR7-CR4	L	5	21	2	1,29	21	1	353
CR7-CR4	L	5	21	2	1,29	21	2	340
CR7-CR4	L	5	21	2	1,29	21	3	438
CR7-CR4	M	5	21	2	1,29	21	1	470
CR7-CR4	M	5	21	2	1,29	21	2	555
CR7-CR4	M	5	21	2	1,29	21	3	358
CR7-CR4	H	5	21	2	1,29	21	1	2572
CR7-CR4	H	5	21	2	1,29	21	2	2497
CR7-CR4	H	5	21	2	1,29	21	3	2494
CR2	C	5	21	2	1,29	22	1	166
CR2	C	5	21	2	1,29	22	2	163
CR2	C	5	21	2	1,29	22	3	194
CR2	L	5	21	2	1,29	22	1	247
CR2	L	5	21	2	1,29	22	2	205
CR2	L	5	21	2	1,29	22	3	218
CR2	M	5	21	2	1,29	22	1	297
CR2	M	5	21	2	1,29	22	2	604
CR2	M	5	21	2	1,29	22	3	238
CR2	H	5	21	2	1,29	22	1	732
CR2	H	5	21	2	1,29	22	2	791
CR2	H	5	21	2	1,29	22	3	791
CR4	C	5	21	2	1,29	22	1	385
CR4	C	5	21	2	1,29	22	2	261
CR4	C	5	21	2	1,29	22	3	304
CR4	L	5	21	2	1,29	22	1	636
CR4	L	5	21	2	1,29	22	2	614
CR4	L	5	21	2	1,29	22	3	566
CR4	M	5	21	2	1,29	22	1	686
CR4	M	5	21	2	1,29	22	2	927
CR4	M	5	21	2	1,29	22	3	637
CR4	H	5	21	2	1,29	22	1	2989
CR4	H	5	21	2	1,29	22	2	2911
CR4	H	5	21	2	1,29	22	3	2874
CR2-CR4	C	5	21	2	1,29	22	1	199
CR2-CR4	C	5	21	2	1,29	22	2	173
CR2-CR4	C	5	21	2	1,29	22	3	249
CR2-CR4	L	5	21	2	1,29	22	1	313
CR2-CR4	L	5	21	2	1,29	22	2	335
CR2-CR4	L	5	21	2	1,29	22	3	307
CR2-CR4	M	5	21	2	1,29	22	1	421
CR2-CR4	M	5	21	2	1,29	22	2	445
CR2-CR4	M	5	21	2	1,29	22	3	436
CR2-CR4	H	5	21	2	1,29	22	1	2272
CR2-CR4	H	5	21	2	1,29	22	2	2173
CR2-CR4	H	5	21	2	1,29	22	3	2233
CR7-CR4	C	5	21	2	1,29	22	1	271
CR7-CR4	C	5	21	2	1,29	22	2	323
CR7-CR4	C	5	21	2	1,29	22	3	184
CR7-CR4	L	5	21	2	1,29	22	1	392
CR7-CR4	L	5	21	2	1,29	22	2	320
CR7-CR4	L	5	21	2	1,29	22	3	390
CR7-CR4	M	5	21	2	1,29	22	1	452
CR7-CR4	M	5	21	2	1,29	22	2	524
CR7-CR4	M	5	21	2	1,29	22	3	413
CR7-CR4	H	5	21	2	1,29	22	1	2622
CR7-CR4	H	5	21	2	1,29	22	2	2738
CR7-CR4	H	5	21	2	1,29	22	3	2420
CR2	C	5	21	2	1,29	23	1	105
CR2	C	5	21	2	1,29	23	2	164
CR2	C	5	21	2	1,29	23	3	154
CR2	L	5	21	2	1,29	23	1	201
CR2	L	5	21	2	1,29	23	2	181
CR2	L	5	21	2	1,29	23	3	215
CR2	M	5	21	2	1,29	23	1	194
CR2	M	5	21	2	1,29	23	2	545
CR2	M	5	21	2	1,29	23	3	209
CR2	H	5	21	2	1,29	23	1	674
CR2	H	5	21	2	1,29	23	2	774
CR2	H	5	21	2	1,29	23	3	765
CR4	C	5	21	2	1,29	23	1	251
CR4	C	5	21	2	1,29	23	2	241
CR4	C	5	21	2	1,29	23	3	270
CR4	L	5	21	2	1,29	23	1	435
CR4	L	5	21	2	1,29	23	2	492
CR4	L	5	21	2	1,29	23	3	375
CR4	M	5	21	2	1,29	23	1	945
CR4	M	5	21	2	1,29	23	2	711
CR4	M	5	21	2	1,29	23	3	590
CR4	H	5	21	2	1,29	23	1	3064
CR4	H	5	21	2	1,29	23	2	3348
CR4	H	5	21	2	1,29	23	3	3054
CR2-CR4	C	5	21	2	1,29	23	1	195
CR2-CR4	C	5	21	2	1,29	23	2	186
CR2-CR4	C	5	21	2	1,29	23	3	164
CR2-CR4	L	5	21	2	1,29	23	1	292
CR2-CR4	L	5	21	2	1,29	23	2	352
CR2-CR4	L	5	21	2	1,29	23	3	287
CR2-CR4	M	5	21	2	1,29	23	1	337
CR2-CR4	M	5	21	2	1,29	23	2	332
CR2-CR4	M	5	21	2	1,29	23	3	379
CR2-CR4	H	5	21	2	1,29	23	1	2367
CR2-CR4	H	5	21	2	1,29	23	2	2306
CR2-CR4	H	5	21	2	1,29	23	3	2499
