Strain	Bead	Day	Dilu	Trial	Count
CR2-CR4	L	26	1	1	42
CR2-CR4	L	26	1	2	48
CR2-CR4	L	26	1	3	34
CR2-CR4	M	26	1	1	28
CR2-CR4	M	26	1	2	52
CR2-CR4	M	26	1	3	46
CR2-CR4	H	26	1	1	0
CR2-CR4	H	26	1	2	0
CR2-CR4	H	26	1	3	0
CR7-CR4	C	26	1	1	40
CR7-CR4	C	26	1	2	50
CR7-CR4	C	26	1	3	68
CR7-CR4	L	26	1	1	46
CR7-CR4	L	26	1	2	32
CR7-CR4	L	26	1	3	36
CR7-CR4	M	26	1	1	50
CR7-CR4	M	26	1	2	48
CR7-CR4	M	26	1	3	36
CR7-CR4	H	26	1	1	0
CR7-CR4	H	26	1	2	0
CR7-CR4	H	26	1	3	0
CR2	C	27	1	1	42
CR2	C	27	1	2	58
CR2	C	27	1	3	44
CR2	L	27	1	1	22
CR2	L	27	1	2	38
CR2	L	27	1	3	28
CR2	M	27	1	1	38
CR2	M	27	1	2	0
CR2	M	27	1	3	26
CR2	H	27	1	1	0
CR2	H	27	1	2	0
CR2	H	27	1	3	0
CR4	C	27	1	1	46
CR4	C	27	1	2	56
CR4	C	27	1	3	52
CR4	L	27	1	1	44
CR4	L	27	1	2	50
CR4	L	27	1	3	34
CR4	M	27	1	1	42
CR4	M	27	1	2	38
CR4	M	27	1	3	52
CR4	H	27	1	1	0
CR4	H	27	1	2	0
CR4	H	27	1	3	0
CR2-CR4	C	27	1	1	44
CR2-CR4	C	27	1	2	56
CR2-CR4	C	27	1	3	32
CR2-CR4	L	27	1	1	32
CR2-CR4	L	27	1	2	44
CR2-CR4	L	27	1	3	36
CR2-CR4	M	27	1	1	32
CR2-CR4	M	27	1	2	54
CR2-CR4	M	27	1	3	34
CR2-CR4	H	27	1	1	0
CR2-CR4	H	27	1	2	0
CR2-CR4	H	27	1	3	0
CR7-CR4	C	27	1	1	46
CR7-CR4	C	27	1	2	50
CR7-CR4	C	27	1	3	64
CR7-CR4	L	27	1	1	44
CR7-CR4	L	27	1	2	36
CR7-CR4	L	27	1	3	34
CR7-CR4	M	27	1	1	44
CR7-CR4	M	27	1	2	42
CR7-CR4	M	27	1	3	40
CR7-CR4	H	27	1	1	0
CR7-CR4	H	27	1	2	0
CR7-CR4	H	27	1	3	0
CR2	C	28	1	1	52
CR2	C	28	1	2	68
CR2	C	28	1	3	42
CR2	L	28	1	1	12
CR2	L	28	1	2	24
CR2	L	28	1	3	22
CR2	M	28	1	1	34
CR2	M	28	1	2	0
CR2	M	28	1	3	32
CR2	H	28	1	1	0
CR2	H	28	1	2	0
CR2	H	28	1	3	0
CR4	C	28	1	1	46
CR4	C	28	1	2	60
CR4	C	28	1	3	54
CR4	L	28	1	1	46
CR4	L	28	1	2	44
CR4	L	28	1	3	32
CR4	M	28	1	1	38
CR4	M	28	1	2	46
CR4	M	28	1	3	54
CR4	H	28	1	1	0
CR4	H	28	1	2	0
CR4	H	28	1	3	0
CR2-CR4	C	28	1	1	56
CR2-CR4	C	28	1	2	58
CR2-CR4	C	28	1	3	34
CR2-CR4	L	28	1	1	30
CR2-CR4	L	28	1	2	52
CR2-CR4	L	28	1	3	28
CR2-CR4	M	28	1	1	46
CR2-CR4	M	28	1	2	54
CR2-CR4	M	28	1	3	28
CR2-CR4	H	28	1	1	0
CR2-CR4	H	28	1	2	0
CR2-CR4	H	28	1	3	0
CR7-CR4	C	28	1	1	50
CR7-CR4	C	28	1	2	48
CR7-CR4	C	28	1	3	56
CR7-CR4	L	28	1	1	52
CR7-CR4	L	28	1	2	24
CR7-CR4	L	28	1	3	36
CR7-CR4	M	28	1	1	40
CR7-CR4	M	28	1	2	38
CR7-CR4	M	28	1	3	58
CR7-CR4	H	28	1	1	0
CR7-CR4	H	28	1	2	0
CR7-CR4	H	28	1	3	0
CR2	C	29	1	1	50
CR2	C	29	1	2	44
CR2	C	29	1	3	62
CR2	L	29	1	1	32
CR2	L	29	1	2	36
CR2	L	29	1	3	20
CR2	M	29	1	1	30
CR2	M	29	1	2	0
CR2	M	29	1	3	20
CR2	H	29	1	1	0
CR2	H	29	1	2	0
CR2	H	29	1	3	0
CR4	C	29	1	1	62
CR4	C	29	1	2	56
CR4	C	29	1	3	54
CR4	L	29	1	1	40
CR4	L	29	1	2	32
CR4	L	29	1	3	42
CR4	M	29	1	1	32
CR4	M	29	1	2	40
CR4	M	29	1	3	38
CR4	H	29	1	1	0
CR4	H	29	1	2	0
CR4	H	29	1	3	0
CR2-CR4	C	29	1	1	32
CR2-CR4	C	29	1	2	44
CR2-CR4	C	29	1	3	50
CR2-CR4	L	29	1	1	40
CR2-CR4	L	29	1	2	36
CR2-CR4	L	29	1	3	28
CR2-CR4	M	29	1	1	30
CR2-CR4	M	29	1	2	44
CR2-CR4	M	29	1	3	24
CR2-CR4	H	29	1	1	0
CR2-CR4	H	29	1	2	0
CR2-CR4	H	29	1	3	0
CR7-CR4	C	29	1	1	58
CR7-CR4	C	29	1	2	60
CR7-CR4	C	29	1	3	72
CR7-CR4	L	29	1	1	40
CR7-CR4	L	29	1	2	28
CR7-CR4	L	29	1	3	46
CR7-CR4	M	29	1	1	36
CR7-CR4	M	29	1	2	50
CR7-CR4	M	29	1	3	54
CR7-CR4	H	29	1	1	0
CR7-CR4	H	29	1	2	0
CR7-CR4	H	29	1	3	0
CR2	C	30	1	1	60
CR2	C	30	1	2	46
CR2	C	30	1	3	62
CR2	L	30	1	1	32
CR2	L	30	1	2	38
CR2	L	30	1	3	24
CR2	M	30	1	1	40
CR2	M	30	1	2	0
CR2	M	30	1	3	38
CR2	H	30	1	1	0
CR2	H	30	1	2	0
CR2	H	30	1	3	0
CR4	C	30	1	1	72
CR4	C	30	1	2	62
CR4	C	30	1	3	60
CR4	L	30	1	1	42
CR4	L	30	1	2	50
CR4	L	30	1	3	28
CR4	M	30	1	1	38
CR4	M	30	1	2	46
CR4	M	30	1	3	28
CR4	H	30	1	1	0
CR4	H	30	1	2	0
CR4	H	30	1	3	0
CR2-CR4	C	30	1	1	36
CR2-CR4	C	30	1	2	46
CR2-CR4	C	30	1	3	52
CR2-CR4	L	30	1	1	28
CR2-CR4	L	30	1	2	40
CR2-CR4	L	30	1	3	44
CR2-CR4	M	30	1	1	34
CR2-CR4	M	30	1	2	30
CR2-CR4	M	30	1	3	20
CR2-CR4	H	30	1	1	0
CR2-CR4	H	30	1	2	0
CR2-CR4	H	30	1	3	0
CR7-CR4	C	30	1	1	74
CR7-CR4	C	30	1	2	64
CR7-CR4	C	30	1	3	58
CR7-CR4	L	30	1	1	38
CR7-CR4	L	30	1	2	28
CR7-CR4	L	30	1	3	44
CR7-CR4	M	30	1	1	26
CR7-CR4	M	30	1	2	52
CR7-CR4	M	30	1	3	40
CR7-CR4	H	30	1	1	0
CR7-CR4	H	30	1	2	0
CR7-CR4	H	30	1	3	0
